Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
O+ 2Do;v=2s2.2p3,O+ 4So;v=2s2.2p3,5630.6,-3.32649369616885
O+ 2Po;v=2s2.2p3,O+ 2Do;v=2s2.2p3,7.214,-1.6910310660039505
O+ 2Po;v=2s2.2p3,O+ 4So;v=2s2.2p3,47.169,-5.0175247621728
O+ 4P;v=2s.2p4,O+ 4So;v=2s2.2p3,1.1534e-09,-14.8880510505559
O+ 2D;v=2s.2p4,O+ 2Do;v=2s2.2p3,4.8757e-10,-17.25391254108435
O+ 2D;v=2s.2p4,O+ 2Po;v=2s2.2p3,5.184e-09,-15.562881475080399
O+ 4P;v=2s2.2p2(3P)3s,O+ 4So;v=2s2.2p3,1.0194e-09,-22.9656832053639
O+ 2P;v=2s2.2p2(3P)3s,O+ 2Do;v=2s2.2p3,2.9154e-10,-20.092217319449052
O+ 2P;v=2s2.2p2(3P)3s,O+ 2Po;v=2s2.2p3,1.8215e-09,-18.4011862534451
O+ 2S;v=2s.2p4,O+ 2Po;v=2s2.2p3,1.8975e-10,-19.2468629621869
O+ 2So;v=2s2.2p2(3P)3p,O+ 2P;v=2s2.2p2(3P)3s,3.574e-08,-1.8662910858657966
O+ 2So;v=2s2.2p2(3P)3p,O+ 4P;v=2s2.2p2(3P)3s,1.7825e-05,-2.3193188961197997
O+ 4Do;v=2s2.2p2(3P)3p,O+ 4P;v=2s2.2p2(3P)3s,1.2595e-08,-2.665102848719201
O+ 4Do;v=2s2.2p2(3P)3p,O+ 4P;v=2s.2p4,1.731e-07,-10.7427350035272
O+ 2D;v=2s2.2p2(1D)3s,O+ 2Do;v=2s2.2p3,9.0359e-10,-22.33429584178985
O+ 2D;v=2s2.2p2(1D)3s,O+ 2Po;v=2s2.2p3,2.0695e-09,-20.643264775785898
O+ 4Po;v=2s2.2p2(3P)3p,O+ 4P;v=2s2.2p2(3P)3s,1.0672e-08,-2.8653327101205015
O+ 4Po;v=2s2.2p2(3P)3p,O+ 4P;v=2s.2p4,2.1575e-08,-10.9429648649285
O+ 4Po;v=2s2.2p2(3P)3p,O+ 2P;v=2s2.2p2(3P)3s,1.634e-05,-2.4123048998664984
O+ 2Do;v=2s2.2p2(3P)3p,O+ 2P;v=2s2.2p2(3P)3s,1.1723e-08,-2.8060696303993
O+ 2Do;v=2s2.2p2(3P)3p,O+ 2D;v=2s.2p4,1.1962e-05,-5.644374408764001
