Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""5s2""","=""1S""","=""0""",1,"=""""","=""0.0000000""","=""""","=""0""","=""L15350"""
"=""5s.5p""","=""3P*""","=""0""",1,"=""""","=""1.77514463""","=""""","=""0.00000012""","=""L15350"""
"=""5s.5p""","=""3P*""","=""1""",3,"=""""","=""1.7983082""","=""""","=""0.0000004""","=""L15350"""
"=""5s.5p""","=""3P*""","=""2""",5,"=""""","=""1.8471842""","=""""","=""0.0000005""","=""L15350"""
"=""5s.4d""","=""3D""","=""1""",3,"=""""","=""2.2514340""","=""""","=""0.0000004""","=""L15350"""
"=""5s.4d""","=""3D""","=""2""",5,"=""""","=""2.2588413""","=""""","=""0.0000004""","=""L15350"""
"=""5s.4d""","=""3D""","=""3""",7,"=""""","=""2.2712989""","=""""","=""0.0000005""","=""L15350"""
"=""5s.4d""","=""1D""","=""2""",5,"=""""","=""2.4982425""","=""""","=""0.0000004""","=""L15350"""
"=""5s.5p""","=""1P*""","=""1""",3,"=""""","=""2.6902652""","=""""","=""0.0000005""","=""L15350"""
"=""5s.6s""","=""3S""","=""1""",3,"=""""","=""3.6003490""","=""""","=""0.0000005""","=""L15350"""
"=""5s.6s""","=""1S""","=""0""",1,"=""""","=""3.7929029""","=""""","=""0.0000020""","=""L15350"""
"=""4d.5p""","=""3F*""","=""2""",5,"=""""","=""4.1245639""","=""""","=""0.0000004""","=""L15350"""
"=""4d.5p""","=""3F*""","=""3""",7,"=""""","=""4.1645931""","=""""","=""0.0000009""","=""L15350"""
"=""4d.5p""","=""3F*""","=""4""",9,"=""""","=""4.2054591""","=""""","=""0.0000007""","=""L15350"""
"=""4d.5p""","=""1D*""","=""2""",5,"=""""","=""4.1940010""","=""""","=""0.0000004""","=""L15350"""
"=""5s.6p""","=""3P*""","=""0""",1,"=""""","=""4.1972978""","=""""","=""0.0000007""","=""L15350"""
"=""5s.6p""","=""3P*""","=""1""",3,"=""""","=""4.1991361""","=""""","=""0.0000007""","=""L15350"""
"=""5s.6p""","=""3P*""","=""2""",5,"=""""","=""4.2121232""","=""""","=""0.0000005""","=""L15350"""
"=""5s.6p""","=""1P*""","=""1""",3,"=""""","=""4.2276633""","=""""","=""0.0000007""","=""L15350"""
"=""5s.5d""","=""1D""","=""2""",5,"=""""","=""4.3056547""","=""""","=""0.0000006""","=""L15350"""
"=""5s.5d""","=""3D""","=""1""",3,"=""""","=""4.3403034""","=""""","=""0.0000009""","=""L15350"""
"=""5s.5d""","=""3D""","=""2""",5,"=""""","=""4.3421732""","=""""","=""0.0000015""","=""L15350"""
"=""5s.5d""","=""3D""","=""3""",7,"=""""","=""4.3450286""","=""""","=""0.0000010""","=""L15350"""
"=""5p2""","=""3P""","=""0""",1,"=""""","=""4.3634307""","=""""","=""0.0000024""","=""L15350"""
"=""5p2""","=""3P""","=""1""",3,"=""""","=""4.3890536""","=""""","=""0.0000006""","=""L15350"""
"=""5p2""","=""3P""","=""2""",5,"=""""","=""4.4230913""","=""""","=""0.0000010""","=""L15350"""
"=""4d.5p""","=""3D*""","=""1""",3,"=""""","=""4.4961817""","=""""","=""0.0000010""","=""L15350"""
"=""4d.5p""","=""3D*""","=""2""",5,"=""""","=""4.5107616""","=""""","=""0.0000010""","=""L15350"""
