obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""78.0390""","=""0.0015""","=""78.03935+""","=""""","=""15""","=""""",,"=""0.0000000""","=""15.887395""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""",4,6,,"=""""","=""L7481""",
"=""78.0519""","=""0.0030""","=""78.05422+""","=""""","=""10*""","=""""",,"=""0.05010710""","=""15.934476""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""1/2""",2,2,,"=""""","=""L7481""",
"=""78.0519""","=""0.0030""","=""78.05235+""","=""""","=""10*""","=""""",,"=""0.05010710""","=""15.934856""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",2,4,,"=""""","=""L7481""",
"=""78.0519""","=""0.0030""","=""78.05017+""","=""""","=""10*""","=""""",,"=""0.0000000""","=""15.885193""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""",4,4,,"=""""","=""L7481""",
"=""78.2378""","=""0.0015""","=""78.23766+""","=""""","=""10""","=""""",,"=""0.05010710""","=""15.897233""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",2,4,,"=""""","=""L7481""",
"=""79.1875""","=""0.0015""","=""79.18749+""","=""""","=""12""","=""""",,"=""0.0000000""","=""15.657044""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""",4,4,,"=""""","=""L7481""",
"=""79.2536""","=""0.0015""","=""79.25372+""","=""""","=""10""","=""""",,"=""0.05010710""","=""15.694066""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4s""","=""2P""","=""1/2""",2,2,,"=""""","=""L7481""",
"=""79.4417""","=""0.0030""","=""79.44172+""","=""""","=""10*""","=""""",,"=""0.05010710""","=""15.657044""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""",2,4,,"=""""","=""L7481""",
"=""79.4417""","=""0.0030""","=""79.44245+""","=""""","=""10*""","=""""",,"=""0.0000000""","=""15.606794""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4s""","=""4P""","=""3/2""",4,4,,"=""""","=""L7481""",
"=""80.6970""","=""0.0005""","=""80.696474+""","=""""","=""150*""","=""""",,"=""0.0000000""","=""15.3642647""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3s""","=""2D""","=""3/2""",4,4,,"=""""","=""L7481""",
"=""80.6970""","=""0.0005""","=""80.697051+""","=""""","=""150*""","=""3.13e+08""",B,"=""0.0000000""","=""15.3641547""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3s""","=""2D""","=""5/2""",4,6,,"=""T7663,T2177""","=""L7481""",
"=""80.9607""","=""0.0005""","=""80.960508+""","=""""","=""125""","=""2.64e+08""",B,"=""0.05010710""","=""15.3642647""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3s""","=""2D""","=""3/2""",2,4,,"=""T7663,T2177""","=""L7481""",
"=""95.1871""","=""0.0003""","=""95.18707+""","=""""","=""500""","=""2.42e+08""",B+,"=""0.0000000""","=""13.025319""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""",4,2,,"=""T7663,T7574""","=""L7481""",
"=""95.4825""","=""0.0003""","=""95.48267+""","=""""","=""1000""","=""5.98e+08""",B+,"=""0.0000000""","=""12.984995""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""",4,4,,"=""T7663,T7574""","=""L7481""",
"=""95.5545""","=""0.0003""","=""95.55466+""","=""""","=""750""","=""4.74e+08""",B+,"=""0.05010710""","=""13.025319""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""",2,2,,"=""T7663,T7574""","=""L7481""",
"=""95.8524""","=""0.0003""","=""95.85255+""","=""""","=""500""","=""1.15e+08""",B+,"=""0.05010710""","=""12.984995""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""",2,4,,"=""T7663,T7574""","=""L7481""",
"=""97.2401""","=""0.0003""","=""97.23807+""","=""""","=""20""","=""""",,"=""0.0000000""","=""12.750582""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3s""","=""4P""","=""1/2""",4,2,,"=""""","=""L7481""",
"=""97.3895""","=""0.0003""","=""97.38953+""","=""""","=""350""","=""""",,"=""0.0000000""","=""12.730752""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""",4,4,,"=""""","=""L7481""",
"=""97.6217""","=""0.0003""","=""97.62170+""","=""""","=""100""","=""""",,"=""0.05010710""","=""12.750582""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3s""","=""4P""","=""1/2""",2,2,,"=""""","=""L7481""",
"=""97.6505""","=""0.0003""","=""97.65080+""","=""""","=""40""","=""""",,"=""0.0000000""","=""12.696690""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""",4,6,,"=""""","=""L7481""",
"=""97.7745""","=""0.0003""","=""97.77436+""","=""""","=""100""","=""""",,"=""0.05010710""","=""12.730752""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""",2,4,,"=""""","=""L7481""",
"=""359.5129""","=""0.0010""","=""359.5129+""","=""""","=""6""","=""""",,"=""12.696690""","=""16.145361""","=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p4.(3P).4p""","=""4S*""","=""3/2""",6,4,,"=""""","=""L7481""",
"=""366.9219""","=""0.0010""","=""366.9214+""","=""""","=""12""","=""""",,"=""12.696690""","=""16.075729""","=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p4.(3P).4p""","=""4D*""","=""7/2""",6,8,,"=""""","=""L7481""",
"=""389.9582""","=""0.0010""","=""389.9577+""","=""""","=""5""","=""""",,"=""12.984995""","=""16.164423""","=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p4.(3P).4p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L7481""",
"=""393.1802""","=""0.0010""","=""393.1799+""","=""""","=""8""","=""""",,"=""13.025319""","=""16.178689""","=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p4.(3P).4p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L7481""",
"=""393.5376""","=""0.0010""","=""393.5366+""","=""""","=""5""","=""""",,"=""12.984995""","=""16.135508""","=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p4.(3P).4p""","=""2D*""","=""3/2""",4,4,,"=""""","=""L7481""",
"=""394.9681""","=""0.0010""","=""394.9669+""","=""""","=""5""","=""""",,"=""13.025319""","=""16.164423""","=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p4.(3P).4p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L7481""",
"=""496.203""","=""0.003""","=""496.205+""","=""""","=""6""","=""""",,"=""14.371989""","=""16.870639""","=""2s2.2p4.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p4.(3P).5d""","=""4D""","=""7/2""",6,8,,"=""""","=""L7481""",
