Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p5""","=""2P*""","=""3/2""",4,"=""""","=""0.0000000""","=""""","=""0""","=""L3462"""
"=""2s2.2p5""","=""2P*""","=""1/2""",2,"=""""","=""0.05010710""","=""""","=""0.00000025""","=""L5746"""
"=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""",6,"=""""","=""12.696690""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3s""","=""4P""","=""3/2""",4,"=""""","=""12.730752""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3s""","=""4P""","=""1/2""",2,"=""""","=""12.750582""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3s""","=""2P""","=""3/2""",4,"=""""","=""12.984995""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""",2,"=""""","=""13.025319""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""4P*""","=""5/2""",6,"=""""","=""14.371989""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""4P*""","=""3/2""",4,"=""""","=""14.387235""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""4P*""","=""1/2""",2,"=""""","=""14.399969""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""7/2""",8,"=""""","=""14.504588""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""5/2""",6,"=""""","=""14.526486""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""3/2""",4,"=""""","=""14.544408""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""4D*""","=""1/2""",2,"=""""","=""14.554747""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""2D*""","=""5/2""",6,"=""""","=""14.583383""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""2D*""","=""3/2""",4,"=""""","=""14.614380""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""2S*""","=""1/2""",2,"=""""","=""14.680382""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""4S*""","=""3/2""",4,"=""""","=""14.683178""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""",4,"=""""","=""14.746284""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3p""","=""2P*""","=""1/2""",2,"=""""","=""14.764264""","=""""","=""""","="""""
"=""2s2.2p4.(1D).3s""","=""2D""","=""5/2""",6,"=""""","=""15.3641547""","=""""","=""""","=""L484,L7481,L15138"""
"=""2s2.2p4.(1D).3s""","=""2D""","=""3/2""",4,"=""""","=""15.3642647""","=""""","=""""","=""L484,L7481,L477,L15138"""
"=""2s2.2p4.(3P).4s""","=""4P""","=""5/2""",6,"=""""","=""15.577088""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4s""","=""4P""","=""3/2""",4,"=""""","=""15.606794""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4s""","=""4P""","=""1/2""",2,"=""""","=""15.630344""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""",4,"=""""","=""15.657044""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4s""","=""2P""","=""1/2""",2,"=""""","=""15.694066""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""4D""","=""7/2""",8,"=""""","=""15.877925""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""4D""","=""5/2""",6,"=""""","=""15.880867""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""4D""","=""3/2""",4,"=""""","=""15.885193""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""4D""","=""1/2""",2,"=""""","=""15.892913""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""",6,"=""""","=""15.887395""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",4,"=""""","=""15.897233""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""4F""","=""9/2""",10,"=""""","=""15.897146""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""4F""","=""7/2""",8,"=""""","=""15.933798""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""4F""","=""5/2""",6,"=""""","=""15.935112""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""",4,"=""""","=""15.945846""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""2F""","=""7/2""",8,"=""""","=""15.897299""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""",6,"=""""","=""15.956505""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""4P""","=""1/2""",2,"=""""","=""15.911973""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""",4,"=""""","=""15.934856""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""",6,"=""""","=""15.945123""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""2P""","=""1/2""",2,"=""""","=""15.934476""","=""""","=""""","="""""
"=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""",4,"=""""","=""15.958291""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""4P*""","=""5/2""",6,"=""""","=""16.041306""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""4P*""","=""3/2""",4,"=""""","=""16.054052""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""4P*""","=""1/2""",2,"=""""","=""16.069229""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""4D*""","=""7/2""",8,"=""""","=""16.075729""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""4D*""","=""5/2""",6,"=""""","=""16.089780""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""4D*""","=""3/2""",4,"=""""","=""16.110176""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""4D*""","=""1/2""",2,"=""""","=""16.125310""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""2D*""","=""5/2""",6,"=""""","=""16.119942""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""2D*""","=""3/2""",4,"=""""","=""16.135508""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""2S*""","=""1/2""",2,"=""""","=""16.136428""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""4S*""","=""3/2""",4,"=""""","=""16.145361""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""2P*""","=""3/2""",4,"=""""","=""16.164423""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4p""","=""2P*""","=""1/2""",2,"=""""","=""16.178689""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5s""","=""4P""","=""5/2""",6,"=""""","=""16.439747""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5s""","=""4P""","=""3/2""",4,"=""""","=""16.458279""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5s""","=""4P""","=""1/2""",2,"=""""","=""16.491030""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5s""","=""2P""","=""3/2""",4,"=""""","=""16.489698""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5s""","=""2P""","=""1/2""",2,"=""""","=""16.517578""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""4D""","=""7/2""",8,"=""""","=""16.557413""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""4D""","=""5/2""",6,"=""""","=""16.559011""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""4D""","=""3/2""",4,"=""""","=""16.561487""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""4D""","=""1/2""",2,"=""""","=""16.565952""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""2D""","=""5/2""",6,"=""""","=""16.562252""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""2D""","=""3/2""",4,"=""""","=""16.567246""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""4F""","=""9/2""",10,"=""""","=""16.564984""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""4F""","=""7/2""",8,"=""""","=""16.604344""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""4F""","=""5/2""",6,"=""""","=""16.605428""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""4F""","=""3/2""",4,"=""""","=""16.610334""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""2F""","=""7/2""",8,"=""""","=""16.565096""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""2F""","=""5/2""",6,"=""""","=""16.624390""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""4P""","=""1/2""",2,"=""""","=""16.571619""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""4P""","=""3/2""",4,"=""""","=""16.603901""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""4P""","=""5/2""",6,"=""""","=""16.609627""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""2P""","=""1/2""",2,"=""""","=""16.602772""","=""""","=""""","="""""
"=""2s2.2p4.(3P).4d""","=""2P""","=""3/2""",4,"=""""","=""16.625200""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5p""","=""4D*""","=""7/2""",8,"=""""","=""16.645708""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6s""","=""4P""","=""5/2""",6,"=""""","=""16.812735""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6s""","=""4P""","=""3/2""",4,"=""""","=""16.822829""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6s""","=""4P""","=""1/2""",2,"=""""","=""16.861265""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6s""","=""2P""","=""3/2""",4,"=""""","=""16.857684""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6s""","=""2P""","=""1/2""",2,"=""""","=""16.880599""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""4D""","=""7/2""",8,"=""""","=""16.870639""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""4D""","=""5/2""",6,"=""""","=""16.871552""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""4D""","=""3/2""",4,"=""""","=""16.872990""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""4D""","=""1/2""",2,"=""""","=""16.875419""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""2D""","=""5/2""",6,"=""""","=""16.873287""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""2D""","=""3/2""",4,"=""""","=""16.875962""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""4F""","=""9/2""",10,"=""""","=""16.874381""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""4F""","=""7/2""",8,"=""""","=""16.915056""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""4F""","=""5/2""",6,"=""""","=""16.915766""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""4F""","=""3/2""",4,"=""""","=""16.918274""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""2F""","=""7/2""",8,"=""""","=""16.874454""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""2F""","=""5/2""",6,"=""""","=""16.934314""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""4P""","=""1/2""",2,"=""""","=""16.877262""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""4P""","=""3/2""",4,"=""""","=""16.914767""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""4P""","=""5/2""",6,"=""""","=""16.917829""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""2P""","=""1/2""",2,"=""""","=""16.913932""","=""""","=""""","="""""
"=""2s2.2p4.(3P).5d""","=""2P""","=""3/2""",4,"=""""","=""16.934752""","=""""","=""""","="""""
"=""2s2.2p4.(3P).7s""","=""4P""","=""5/2""",6,"=""""","=""17.007508""","=""""","=""""","="""""
"=""2s2.2p4.(3P).7s""","=""4P""","=""3/2""",4,"=""""","=""17.013383""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6d""","=""4D""","=""7/2""",8,"=""""","=""17.040199""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6d""","=""4D""","=""5/2""",6,"=""""","=""17.040765""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6d""","=""4D""","=""3/2""",4,"=""""","=""17.041623""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6d""","=""2D""","=""5/2""",6,"=""""","=""17.041794""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6d""","=""2D""","=""3/2""",4,"=""""","=""17.043204""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6d""","=""4F""","=""9/2""",10,"=""""","=""17.042332""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6d""","=""4F""","=""7/2""",8,"=""""","=""17.083667""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6d""","=""4F""","=""5/2""",6,"=""""","=""17.084120""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6d""","=""2F""","=""7/2""",8,"=""""","=""17.042374""","=""""","=""""","="""""
"=""2s2.2p4.(3P).6d""","=""2F""","=""5/2""",6,"=""""","=""17.102559""","=""""","=""""","="""""
"=""2s2.2p4.(3P<1>).7s""","=""2[1]""","=""3/2""",4,"=""""","=""17.05129""","=""""","=""""","="""""
