obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""59.8530""","=""0.0010""","=""59.85382""","=""0.00006""","=""79000bl""","=""""",,"=""3.044858""","=""23.759360""","=""3d6""","=""3G""","=""5""","=""3d5.(c 2D).4p""","=""3F*""","=""4""",11,9,,"=""""","=""L11223""",
"=""61.0111""","=""0.0005""","=""61.01094""","=""0.00009""","=""32000""","=""""",,"=""2.62947""","=""22.951104""","=""3d6""","=""a 3P""","=""0""","=""3d5.(2P).4p""","=""3S*""","=""1""",1,3,,"=""""","=""L11223""",
"=""62.3835""","=""0.0005""","=""62.38321""","=""0.00006""","=""80000""","=""""",,"=""3.808296""","=""23.682906""","=""3d6""","=""3D""","=""2""","=""3d5.(c 2D).4p""","=""3F*""","=""2""",5,5,,"=""""","=""L11223""",
"=""62.3865""","=""0.0005""","=""62.38690""","=""0.00007""","=""44000""","=""""",,"=""3.809472""","=""23.682906""","=""3d6""","=""3D""","=""1""","=""3d5.(c 2D).4p""","=""3F*""","=""2""",3,5,,"=""""","=""L11223""",
"=""63.6936""","=""0.0005""","=""63.6936""","=""0.0005""","=""(450000)""","=""2.3e+09""",D+,"=""3.730646""","=""23.19636""","=""3d5.(6S).4s""","=""7S""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""7P*""","=""4""",7,9,,"=""u44""","=""L21555""",
"=""63.7744""","=""0.0005""","=""63.7744""","=""0.0005""","=""(350000)""","=""2.3e+09""",D+,"=""3.730646""","=""23.17170""","=""3d5.(6S).4s""","=""7S""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""7P*""","=""3""",7,7,,"=""u44""","=""L21555""",
"=""63.8359""","=""0.0005""","=""63.8359""","=""0.0005""","=""(250000)""","=""2.3e+09""",D+,"=""3.730646""","=""23.15298""","=""3d5.(6S).4s""","=""7S""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""7P*""","=""2""",7,5,,"=""u44""","=""L21555""",
"=""67.3835""","=""0.0005""","=""67.38378""","=""0.00007""","=""94000""","=""""",,"=""3.825866""","=""22.225576""","=""3d6""","=""3D""","=""3""","=""3d5.(2P).4p""","=""3P*""","=""2""",7,5,,"=""""","=""L11223""",
"=""67.5169""","=""0.0005""","=""67.51731""","=""0.00006""","=""28000""","=""""",,"=""3.808296""","=""22.171617""","=""3d6""","=""3D""","=""2""","=""3d5.(2P).4p""","=""3P*""","=""1""",5,3,,"=""""","=""L11223""",
"=""67.9124""","=""0.0005""","=""67.91290""","=""0.00006""","=""37000""","=""2.3e+08""",D,"=""2.486052""","=""20.742408""","=""3d6""","=""3H""","=""6""","=""3d5.(b 2G).4p""","=""3G*""","=""5""",13,11,,"=""T6105""","=""L11223""",
"=""67.9456""","=""0.0005""","=""67.94476""","=""0.00005""","=""20000""","=""""",,"=""0.054081""","=""18.301874""","=""3d6""","=""5D""","=""3""","=""3d5.(b 2F).4p""","=""3D*""","=""2""",7,5,,"=""""","=""L11223""",
"=""68.0269""","=""0.0005""","=""68.02804""","=""0.00006""","=""27000""","=""""",,"=""2.516952""","=""20.742408""","=""3d6""","=""3H""","=""5""","=""3d5.(b 2G).4p""","=""3G*""","=""5""",11,11,,"=""""","=""L11223""",
"=""68.0703""","=""0.0005""","=""68.07039""","=""0.00006""","=""50000""","=""1.9e+08""",D,"=""2.516952""","=""20.731069""","=""3d6""","=""3H""","=""5""","=""3d5.(b 2G).4p""","=""3G*""","=""4""",11,9,,"=""T6105""","=""L11223""",
"=""68.0858""","=""0.0005""","=""68.08478""","=""0.00006""","=""27000""","=""""",,"=""0.091608""","=""18.301874""","=""3d6""","=""5D""","=""2""","=""3d5.(b 2F).4p""","=""3D*""","=""2""",5,5,,"=""""","=""L11223""",
"=""68.2110""","=""0.0005""","=""68.21102""","=""0.00006""","=""37000""","=""1.1e+08""",D,"=""2.539410""","=""20.715974""","=""3d6""","=""3H""","=""4""","=""3d5.(b 2G).4p""","=""3G*""","=""3""",9,7,,"=""T6105""","=""L11223""",
"=""68.4300""","=""0.0005""","=""68.42923""","=""0.00007""","=""27000""","=""7.e+07""",D,"=""2.486052""","=""20.604654""","=""3d6""","=""3H""","=""6""","=""3d5.(b 2G).4p""","=""3H*""","=""6""",13,13,,"=""T6105""","=""L11223""",
"=""68.4854""","=""0.0005""","=""68.48555""","=""0.00006""","=""36000""","=""1.4e+08""",D,"=""2.539410""","=""20.643111""","=""3d6""","=""3H""","=""4""","=""3d5.(b 2G).4p""","=""3F*""","=""3""",9,7,,"=""T6105""","=""L11223""",
"=""68.5298""","=""0.0005""","=""68.52988""","=""0.00006""","=""27000""","=""3.9e+07""",D,"=""2.516952""","=""20.608944""","=""3d6""","=""3H""","=""5""","=""3d5.(b 2G).4p""","=""3F*""","=""4""",11,9,,"=""T6105""","=""L11223""",
"=""68.5454""","=""0.0010""","=""68.54551""","=""0.00006""","=""20000*""","=""""",,"=""2.486052""","=""20.573917""","=""3d6""","=""3H""","=""6""","=""3d5.(b 2G).4p""","=""3H*""","=""5""",13,11,,"=""""","=""L11223""",
"=""68.5454""","=""0.0010""","=""68.54613""","=""0.00006""","=""20000*""","=""""",,"=""2.516952""","=""20.604654""","=""3d6""","=""3H""","=""5""","=""3d5.(b 2G).4p""","=""3H*""","=""6""",11,13,,"=""""","=""L11223""",
"=""68.6625""","=""0.0005""","=""68.66281""","=""0.00006""","=""27000""","=""8.e+07""",D,"=""2.516952""","=""20.573917""","=""3d6""","=""3H""","=""5""","=""3d5.(b 2G).4p""","=""3H*""","=""5""",11,11,,"=""T6105""","=""L11223""",
"=""68.8523""","=""0.0005""","=""68.85263""","=""0.00006""","=""26000""","=""9.e+07""",D,"=""2.539410""","=""20.546594""","=""3d6""","=""3H""","=""4""","=""3d5.(b 2G).4p""","=""3H*""","=""4""",9,9,,"=""T6105""","=""L11223""",
"=""68.8956""","=""0.0005""","=""68.89649""","=""0.00007""","=""19000""","=""""",,"=""2.709933""","=""20.705654""","=""3d6""","=""a 3F""","=""2""","=""3d5.(b 2G).4p""","=""3F*""","=""2""",5,5,,"=""""","=""L11223""",
"=""69.9023""","=""0.0005""","=""69.90208""","=""0.00007""","=""18000""","=""""",,"=""6.222143""","=""23.958982""","=""3d6""","=""b 3F""","=""2""","=""3d5.(c 2D).4p""","=""3D*""","=""3""",5,7,,"=""""","=""L11223""",
