Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
Mg 3Po;v=3s.3p,Mg 1S;v=2p6.3s2,1724.1,-2.70904183502299
Mg 1Po;v=3s.3p,Mg 1S;v=2p6.3s2,2.0367e-09,-4.34570708416969
Mg 1Po;v=3s.3p,Mg 3Po;v=3s.3p,2840.9,-1.6366652491467
Mg 3S;v=3s.4s,Mg 3Po;v=3s.3p,9.8912e-09,-2.39866695265029
Mg 3S;v=3s.4s,Mg 1Po;v=3s.3p,2739700.0,-0.7620017035035902
Mg 1S;v=3s.4s,Mg 1Po;v=3s.3p,4.5045e-08,-1.04789027155633
Mg 1S;v=3s.4s,Mg 3Po;v=3s.3p,490.2,-2.68455552070303
Mg 1D;v=3s.3d,Mg 1Po;v=3s.3p,7.874e-08,-1.4074113564426298
Mg 1D;v=3s.3d,Mg 1S;v=2p6.3s2,0.00060976,-5.75311844061232
Mg 1D;v=3s.3d,Mg 1S;v=3s.4s,40.65,-0.35952108488629975
Mg 1D;v=3s.3d,Mg 3Po;v=3s.3p,429.18,-3.04407660558933
Mg 1D;v=3s.3d,Mg 3S;v=3s.4s,3205100.0,-0.6454096529390396
Mg 3Po;v=3s.4p,Mg 3S;v=3s.4s,7.4627e-08,-0.8236948174560803
Mg 3Po;v=3s.4p,Mg 3Po;v=3s.3p,0.013661,-3.2223617701063705
Mg 3Po;v=3s.4p,Mg 1S;v=2p6.3s2,0.37175,-5.93140360512936
Mg 3Po;v=3s.4p,Mg 1Po;v=3s.3p,24331.0,-1.5856965209596705
Mg 3Po;v=3s.4p,Mg 1D;v=3s.3d,917430000.0,-0.17828516451704068
Mg 3D;v=3s.3d,Mg 3Po;v=3s.3p,6.1812e-09,-3.2367436053525203
Mg 3D;v=3s.3d,Mg 3Po;v=3s.4p,0.010561,-0.014381835246149777
Mg 3D;v=3s.3d,Mg 3S;v=3s.4s,0.42919,-0.8380766527022301
Mg 3D;v=3s.3d,Mg 1Po;v=3s.3p,1642000.0,-1.6000783562058203
Mg 3D;v=3s.3d,Mg 1D;v=3s.3d,11707000.0,-0.19266699976319046
Mg 1Po;v=3s.4p,Mg 1S;v=2p6.3s2,1.634e-08,-6.11806990811743
Mg 1Po;v=3s.4p,Mg 1S;v=3s.4s,1.1351e-07,-0.7244725523914104
Mg 1Po;v=3s.4p,Mg 1D;v=3s.3d,7.0922e-07,-0.36495146750511065
Mg 1Po;v=3s.4p,Mg 3Po;v=3s.3p,1271.1,-3.4090280730944404
Mg 1Po;v=3s.4p,Mg 3S;v=3s.4s,16051.0,-1.0103611204441503
Mg 3S;v=3s.5s,Mg 3Po;v=3s.3p,3.3014e-08,-3.72218013744571
Mg 3S;v=3s.5s,Mg 3Po;v=3s.4p,1.1123e-07,-0.4998183673393397
Mg 1S;v=3s.5s,Mg 1Po;v=3s.4p,1.6393e-07,-0.39791810536677996
Mg 1S;v=3s.5s,Mg 1Po;v=3s.3p,2.5907e-07,-2.1702809293145204
Mg 1D;v=3s.4d,Mg 1Po;v=3s.3p,7.1942e-08,-2.2419917354039898
Mg 1D;v=3s.4d,Mg 1Po;v=3s.4p,1.8657e-07,-0.4696289114562493
Mg 3D;v=3s.4d,Mg 3Po;v=3s.3p,1.884e-08,-4.00979204610122
Mg 3D;v=3s.4d,Mg 3Po;v=3s.4p,1.0107e-07,-0.7874302759948497
Mg 3Po;v=3s.5p,Mg 3S;v=3s.5s,4.4643e-07,-0.2946168542710996
Mg 3Po;v=3s.5p,Mg 3S;v=3s.4s,8.1301e-07,-1.6181300390665196
Mg 3Po;v=3s.5p,Mg 3D;v=3s.3d,2.8249e-06,-0.7800533863642896
Mg 1Fo;v=3s.4f,Mg 1D;v=3s.3d,5.9524e-08,-1.0257348063969403
Mg 1Fo;v=3s.4f,Mg 1D;v=3s.4d,1.3459e-06,-0.1911544274355803
Mg 3Fo;v=3s.4f,Mg 3D;v=3s.3d,5.9976e-08,-0.8331050010352499
Mg 3Fo;v=3s.4f,Mg 3D;v=3s.4d,3.9243e-05,-0.06005656028654993
Mg 1Po;v=3s.5p,Mg 1S;v=2p6.3s2,6.25e-08,-6.78258508529296
Mg 1Po;v=3s.5p,Mg 1S;v=3s.5s,5.5249e-07,-0.26659707180875003
Mg 1Po;v=3s.5p,Mg 1D;v=3s.4d,1.282e-06,-0.1948862657192807
Mg 1Po;v=3s.5p,Mg 1S;v=3s.4s,1.7065e-06,-1.3889877295669404
Mg 1Po;v=3s.5p,Mg 1D;v=3s.3d,2.2124e-06,-1.0294666446806406
Mg 1D;v=3s.5d,Mg 1Po;v=3s.3p,4.5662e-08,-2.6354837069924297
Mg 1D;v=3s.5d,Mg 1Po;v=3s.5p,7.1942e-07,-0.19860570586915927
Mg 1D;v=3s.5d,Mg 1Fo;v=3s.4f,3.0488e-06,-0.20233754415285965
Mg 1D;v=3s.5d,Mg 1Po;v=3s.4p,3.4364e-05,-0.8631208830446893
Mg 3D;v=3s.5d,Mg 3Po;v=3s.3p,4.235e-08,-4.3539642413024
Mg 3D;v=3s.5d,Mg 3Po;v=3s.4p,2.1896e-07,-1.1316024711960297
