State,Lifetime /s,Energy /eV
Mg 1S;v=2p6.3s2,,0.0
Mg 3Po;v=3s.3p,1724.14,2.70904183502299
Mg 1Po;v=3s.3p,2.03666e-09,4.34570708416969
Mg 3S;v=3s.4s,9.8912e-09,5.10770878767328
Mg 1S;v=3s.4s,4.5045e-08,5.39359735572602
Mg 1D;v=3s.3d,7.873e-08,5.75311844061232
Mg 3Po;v=3s.4p,7.46264e-08,5.93140360512936
Mg 3D;v=3s.3d,6.18123e-09,5.94578544037551
Mg 1Po;v=3s.4p,1.40017e-08,6.11806990811743
Mg 3S;v=3s.5s,2.54582e-08,6.4312219724687
Mg 1S;v=3s.5s,1.00402e-07,6.51598801348421
Mg 1D;v=3s.4d,5.19211e-08,6.58769881957368
Mg 3D;v=3s.4d,1.58796e-08,6.71883388112421
Mg 3Po;v=3s.5p,2.61506e-07,6.7258388267398
Mg 1Fo;v=3s.4f,5.70028e-08,6.77885324700926
Mg 3Fo;v=3s.4f,5.98842e-08,6.77889044141076
Mg 1Po;v=3s.5p,5.09476e-08,6.78258508529296
Mg 1D;v=3s.5d,4.22885e-08,6.98119079116212
Mg 3D;v=3s.5d,3.31475e-08,7.06300607632539
Mg 1Fo;v=3s.5f,1.06975e-07,7.09225327403719
Mg 3Fo;v=3s.5f,1.07237e-07,7.09225327403719
Mg 1G;v=3s.5g,2.26757e-07,7.09951858046327
Mg 3G;v=3s.5g,2.26736e-07,7.09951858046327
Mg 3P;v=3p2,1.84162e-09,7.16770831654419
Mg 1Do;v=3p.3d,2.39752e-09,10.0044261337783
Mg 3Do;v=3p.3d,1.93454e-09,10.353830341457
Mg 1D;v=3s.6d,,7.1937996933
