Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
He 3S;v=1s.2s,He 1S;v=1s2,7861.6,-19.8191608199134
He 3Po;v=1s.2p,He 3S;v=1s.2s,9.7886e-08,-1.1445957154529012
He 3Po;v=1s.2p,He 1S;v=1s2,0.0056689,-20.9637565353663
He 3Po;v=1s.2p,He 1S;v=1s.2s,33.715,-0.3484572834662991
He 1Po;v=1s.2p,He 1S;v=1s2,5.559e-10,-21.2175463349257
He 1Po;v=1s.2p,He 1S;v=1s.2s,5.0643e-07,-0.6022470830256985
He 1Po;v=1s.2p,He 3S;v=1s.2s,0.69348,-1.3983855150123006
He 3S;v=1s.3s,He 3Po;v=1s.2p,3.5903e-08,-1.7542119560163982
He 1S;v=1s.3s,He 1Po;v=1s.2p,5.4648e-08,-1.702263775256501
He 3Po;v=1s.3p,He 3S;v=1s.2s,1.0555e-07,-3.187436227099102
He 3Po;v=1s.3p,He 3S;v=1s.3s,9.3145e-07,-0.2886285556298027
He 3Po;v=1s.3p,He 1S;v=1s2,8.2645,-23.0065970470125
He 3D;v=1s.3d,He 3Po;v=1s.2p,1.4143e-08,-2.1094184903287996
He 3D;v=1s.3d,He 1Po;v=1s.2p,6.6225e-05,-1.8556286907694002
He 3D;v=1s.3d,He 3Po;v=1s.3p,7.7419e-05,-0.06657797868259863
He 1D;v=1s.3d,He 1Po;v=1s.2p,1.5697e-08,-1.856000634784401
He 1D;v=1s.3d,He 3Po;v=1s.2p,6.0132e-05,-2.1097904343438003
He 1D;v=1s.3d,He 1S;v=1s2,0.00076982,-23.0735469697101
He 1D;v=1s.3d,He 1S;v=1s.2s,0.0097847,-2.4582477178100994
He 1D;v=1s.3d,He 3Po;v=1s.3p,0.43159,-0.06694992269759936
He 1Po;v=1s.3p,He 1S;v=1s2,1.7657e-09,-23.0864410288963
He 1Po;v=1s.3p,He 1S;v=1s.2s,7.4783e-08,-2.471141776996298
He 1Po;v=1s.3p,He 1S;v=1s.3s,3.9738e-06,-0.1666309187140982
He 1Po;v=1s.3p,He 1D;v=1s.3d,0.0065441,-0.012894059186198348
He 1Po;v=1s.3p,He 1Po;v=1s.2p,0.042107,-1.8688946939705993
