obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""10.02062""","=""""","=""2.40e+10""",D,"=""18.3388+x""","=""142.0678+x""","=""3s.3p""","=""3P*""","=""2""","=""3s.5d""","=""3D""","=""3""",5,7,,"=""T1261LS""","=""""",
"=""""","=""12.9195""","=""""","=""2.90e+10""",D,"=""17.7516+x""","=""113.72+x""","=""3s.3p""","=""3P*""","=""0""","=""3s.4d""","=""3D""","=""1""",1,3,,"=""T1261LS""","=""""",
"=""""","=""12.94265""","=""""","=""3.90e+10""",D,"=""17.9374+x""","=""113.7324+x""","=""3s.3p""","=""3P*""","=""1""","=""3s.4d""","=""3D""","=""2""",3,5,,"=""T1261LS""","=""""",
"=""""","=""12.9446""","=""""","=""2.20e+10""",D,"=""17.9374+x""","=""113.72+x""","=""3s.3p""","=""3P*""","=""1""","=""3s.4d""","=""3D""","=""1""",3,3,,"=""T1261LS""","=""""",
"=""""","=""12.99349""","=""""","=""5.10e+10""",D,"=""18.3388+x""","=""113.7590+x""","=""3s.3p""","=""3P*""","=""2""","=""3s.4d""","=""3D""","=""3""",5,7,,"=""T1261LS""","=""""",
"=""""","=""12.99711""","=""""","=""1.30e+10""",D,"=""18.3388+x""","=""113.7324+x""","=""3s.3p""","=""3P*""","=""2""","=""3s.4d""","=""3D""","=""2""",5,5,,"=""T1261LS""","=""""",
"=""""","=""12.9990""","=""""","=""1.4e+09""",E,"=""18.3388+x""","=""113.72+x""","=""3s.3p""","=""3P*""","=""2""","=""3s.4d""","=""3D""","=""1""",5,3,,"=""T1261LS""","=""""",
"=""""","=""16.1980""","=""""","=""7.7e+09""",C,"=""17.7516+x""","=""94.2947+x""","=""3s.3p""","=""3P*""","=""0""","=""3s.4s""","=""3S""","=""1""",1,3,,"=""T1261LS""","=""""",
"=""""","=""16.2374""","=""""","=""2.29e+10""",C,"=""17.9374+x""","=""94.2947+x""","=""3s.3p""","=""3P*""","=""1""","=""3s.4s""","=""3S""","=""1""",3,3,,"=""T1261LS""","=""""",
"=""""","=""16.3232""","=""""","=""3.76e+10""",C,"=""18.3388+x""","=""94.2947+x""","=""3s.3p""","=""3P*""","=""2""","=""3s.4s""","=""3S""","=""1""",5,3,,"=""T1261LS""","=""""",
"=""""","=""37.1883""","=""""","=""8.8e+09""",C,"=""17.7516+x""","=""51.0912+x""","=""3s.3p""","=""3P*""","=""0""","=""3s.3d""","=""3D""","=""1""",1,3,,"=""T1261LS""","=""""",
"=""""","=""37.3809""","=""""","=""1.16e+10""",C,"=""17.9374+x""","=""51.1052+x""","=""3s.3p""","=""3P*""","=""1""","=""3s.3d""","=""3D""","=""2""",3,5,,"=""T1261LS""","=""""",
"=""""","=""37.3967""","=""""","=""6.5e+09""",C,"=""17.9374+x""","=""51.0912+x""","=""3s.3p""","=""3P*""","=""1""","=""3s.3d""","=""3D""","=""1""",3,3,,"=""T1261LS""","=""""",
"=""""","=""37.8082""","=""""","=""1.5e+10""",C,"=""18.3388+x""","=""51.1317+x""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""3""",5,7,,"=""T1261LS""","=""""",
"=""""","=""37.8388""","=""""","=""3.74e+09""",C,"=""18.3388+x""","=""51.1052+x""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""2""",5,5,,"=""T1261LS""","=""""",
"=""""","=""37.8550""","=""""","=""4.1e+08""",E,"=""18.3388+x""","=""51.0912+x""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""1""",5,3,,"=""T1261LS""","=""""",
"=""""","=""39.5024""","=""""","=""2.20e+10""",D,"=""26.5924""","=""57.9789""","=""3s.3p""","=""1P*""","=""1""","=""3s.3d""","=""1D""","=""2""",3,5,,"=""T1261""","=""""",
"=""""","=""46.6240""","=""""","=""1.12e+10""",B,"=""0.0000""","=""26.5924""","=""2p6.3s2""","=""1S""","=""0""","=""3s.3p""","=""1P*""","=""1""",1,3,,"=""T1261""","=""""",
"=""""","=""49.8015""","=""""","=""2.49e+09""",C,"=""17.9374+x""","=""42.8331+x""","=""3s.3p""","=""3P*""","=""1""","=""3p2""","=""3P""","=""2""",3,5,,"=""T1002LS""","=""""",
"=""""","=""50.3281""","=""""","=""3.23e+09""",C,"=""17.7516+x""","=""42.3867+x""","=""3s.3p""","=""3P*""","=""0""","=""3p2""","=""3P""","=""1""",1,3,,"=""T1002LS""","=""""",
