Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2p6.3s2""","=""1S""","=""0""",1,"=""""","=""0.0000""","=""""","=""0""","=""L7185"""
"=""3s.3p""","=""3P*""","=""0""",1,"=""""","=""17.7516""","=""+x""","=""""","="""""
"=""3s.3p""","=""3P*""","=""1""",3,"=""""","=""17.9374""","=""+x""","=""""","="""""
"=""3s.3p""","=""3P*""","=""2""",5,"=""""","=""18.3388""","=""+x""","=""""","="""""
"=""3s.3p""","=""1P*""","=""1""",3,"=""""","=""26.5924""","=""""","=""""","="""""
"=""3p2""","=""1D""","=""2""",5,"=""""","=""41.6891""","=""""","=""""","="""""
"=""3p2""","=""3P""","=""0""",1,"=""""","=""42.1500""","=""+x""","=""""","="""""
"=""3p2""","=""3P""","=""1""",3,"=""""","=""42.3867""","=""+x""","=""""","="""""
"=""3p2""","=""3P""","=""2""",5,"=""""","=""42.8331""","=""+x""","=""""","="""""
"=""3p2""","=""1S""","=""0""",1,"=""""","=""49.46""","=""""","=""""","="""""
"=""3s.3d""","=""3D""","=""1""",3,"=""""","=""51.0912""","=""+x""","=""""","="""""
"=""3s.3d""","=""3D""","=""2""",5,"=""""","=""51.1052""","=""+x""","=""""","="""""
"=""3s.3d""","=""3D""","=""3""",7,"=""""","=""51.1317""","=""+x""","=""""","="""""
"=""3s.3d""","=""1D""","=""2""",5,"=""""","=""57.9789""","=""""","=""""","="""""
"=""3p.3d""","=""3F*""","=""2""",5,"=""""","=""69.8916""","=""+x""","=""""","="""""
"=""3p.3d""","=""3F*""","=""3""",7,"=""""","=""70.1408""","=""+x""","=""""","="""""
"=""3p.3d""","=""3F*""","=""4""",9,"=""""","=""70.4471""","=""+x""","=""""","="""""
"=""3p.3d""","=""1D*""","=""2""",5,"=""""","=""70.91""","=""""","=""""","="""""
"=""3p.3d""","=""3D*""","=""2""",5,"=""""","=""74.5398""","=""+x""","=""""","="""""
"=""3p.3d""","=""3D*""","=""3""",7,"=""""","=""74.7258""","=""+x""","=""""","="""""
"=""3p.3d""","=""1P*""","=""1""",3,"=""""","=""76.687""","=""""","=""""","="""""
"=""3s.4s""","=""3S""","=""1""",3,"=""""","=""94.2947""","=""+x""","=""""","="""""
"=""3s.4s""","=""1S""","=""0""",1,"=""""","=""96.023""","=""""","=""""","="""""
"=""3s.4p""","=""1P*""","=""1""",3,"=""""","=""103.1938""","=""""","=""""","="""""
"=""3s.4d""","=""3D""","=""1""",3,"=""""","=""113.72""","=""+x""","=""""","="""""
"=""3s.4d""","=""3D""","=""2""",5,"=""""","=""113.7324""","=""+x""","=""""","="""""
"=""3s.4d""","=""3D""","=""3""",7,"=""""","=""113.7590""","=""+x""","=""""","="""""
"=""3s.4d""","=""1D""","=""2""",5,"=""""","=""114.3036""","=""""","=""""","="""""
"=""3p.4s""","=""3P*""","=""0""",1,"=""""","=""116.7275""","=""+x""","=""""","="""""
"=""3p.4s""","=""3P*""","=""1""",3,"=""""","=""116.8747""","=""+x""","=""""","="""""
"=""3p.4s""","=""3P*""","=""2""",5,"=""""","=""117.3359""","=""+x""","=""""","="""""
"=""3s.4f""","=""3F*""","=""2""",5,"=""""","=""118.3546""","=""+x""","=""""","="""""
"=""3s.4f""","=""3F*""","=""3""",7,"=""""","=""118.3546""","=""+x""","=""""","="""""
"=""3s.4f""","=""3F*""","=""4""",9,"=""""","=""118.3546""","=""+x""","=""""","="""""
"=""3s.4f""","=""1F*""","=""3""",7,"=""""","=""119.403""","=""""","=""""","="""""
"=""3p.4p""","=""3D""","=""2""",5,"=""""","=""124.6331""","=""+x""","=""""","="""""
"=""3p.4p""","=""3D""","=""3""",7,"=""""","=""125.0472""","=""+x""","=""""","="""""
"=""3p.4p""","=""3P""","=""0""",1,"=""""","=""125.3349""","=""+x""","=""""","="""""
"=""3p.4p""","=""3P""","=""1""",3,"=""""","=""125.4762""","=""+x""","=""""","="""""
"=""3p.4p""","=""3P""","=""2""",5,"=""""","=""125.7676""","=""+x""","=""""","="""""
"=""3p.4p""","=""3S""","=""1""",3,"=""""","=""125.9213""","=""+x""","=""""","="""""
"=""3s.5s""","=""3S""","=""1""",3,"=""""","=""132.5148""","=""+x""","=""""","="""""
"=""3s.5s""","=""1S""","=""0""",1,"=""""","=""133.421""","=""""","=""""","="""""
"=""3p.4d""","=""3D*""","=""1""",3,"=""""","=""135.2449""","=""+x""","=""""","="""""
"=""3s.5p""","=""1P*""","=""1""",3,"=""""","=""136.081""","=""""","=""""","="""""
"=""3p.4f""","=""3G""","=""5""",11,"=""""","=""139.7307""","=""+x""","=""""","="""""
"=""3p.4f""","=""3F""","=""3""",7,"=""""","=""139.7530""","=""+x""","=""""","="""""
"=""3p.4f""","=""3F""","=""4""",9,"=""""","=""140.1634""","=""+x""","=""""","="""""
"=""3s.5d""","=""1D""","=""2""",5,"=""""","=""141.318""","=""""","=""""","="""""
"=""3s.5d""","=""3D""","=""1""",3,"=""""","=""141.9909""","=""+x""","=""""","="""""
"=""3s.5d""","=""3D""","=""3""",7,"=""""","=""142.0678""","=""+x""","=""""","="""""
"=""3s.5f""","=""3F*""","=""2""",5,"=""""","=""143.7813""","=""+x""","=""""","="""""
"=""3s.5f""","=""3F*""","=""3""",7,"=""""","=""143.7813""","=""+x""","=""""","="""""
"=""3s.5f""","=""3F*""","=""4""",9,"=""""","=""143.7813""","=""+x""","=""""","="""""
"=""3s.5f""","=""1F*""","=""3""",7,"=""""","=""144.145""","=""""","=""""","="""""
"=""3s.6s""","=""3S""","=""1""",3,"=""""","=""151.2339""","=""+x""","=""""","="""""
"=""3s.6p""","=""1P*""","=""1""",3,"=""""","=""153.223""","=""""","=""""","="""""
"=""3s.6d""","=""3D""","=""1""",3,"=""""","=""156.1760""","=""+x""","=""""","="""""
"=""3s.6d""","=""3D""","=""2""",5,"=""""","=""156.1983""","=""+x""","=""""","="""""
"=""3s.6d""","=""3D""","=""3""",7,"=""""","=""156.2221""","=""+x""","=""""","="""""
"=""3s.6d""","=""1D""","=""2""",5,"=""""","=""156.268""","=""""","=""""","="""""
"=""3s.6f""","=""3F*""","=""4""",9,"=""""","=""157.5361""","=""+x""","=""""","="""""
"=""3s.6f""","=""3F*""","=""3""",7,"=""""","=""157.5361""","=""+x""","=""""","="""""
"=""3s.6f""","=""3F*""","=""2""",5,"=""""","=""157.5361""","=""+x""","=""""","="""""
