obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""18.1670""","=""0.0005""","=""18.1670+""","=""10""","=""""",,"=""0.0000""","=""68.2470""","=""5s""","=""2S""","=""1/2""","=""4d9.(2D<3/2>).5s.5p.(3P*<0>)""","=""(3/2,3P*<0>)""","=""3/2""",2,4,,"=""""","=""L6205""",
"=""18.4655""","=""0.0005""","=""18.4655+""","=""10""","=""""",,"=""0.0000""","=""67.1436""","=""5s""","=""2S""","=""1/2""","=""4d9.(2D<5/2>).5s.5p.(3P*<1>)""","=""(5/2,3P*<1>)""","=""3/2""",2,4,,"=""""","=""L6205""",
"=""22.1841""","=""0.0005""","=""22.1841+""","=""15""","=""""",,"=""0.0000""","=""55.8887""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L5438""",
"=""22.279""","=""0.002""","=""22.2802+""","=""40bl""","=""""",,"=""14.4401""","=""70.0878""","=""5p""","=""2P*""","=""1/2""","=""7s""","=""2S""","=""1/2""",2,2,,"=""""","=""L4900""",
"=""22.5541""","=""0.0005""","=""22.5541+""","=""10""","=""""",,"=""0.0000""","=""54.9719""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L5438""",
"=""23.2426""","=""0.0005""","=""23.2426+""","=""1""","=""""",,"=""16.7443""","=""70.0878""","=""5p""","=""2P*""","=""3/2""","=""7s""","=""2S""","=""1/2""",4,2,,"=""""","=""L5438""",
"=""25.532""","=""0.002""","=""25.5278+""","=""40""","=""""",,"=""32.8758""","=""81.4441""","=""4f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",6,8,,"=""""","=""L4900""",
"=""25.568""","=""0.002""","=""25.5637+""","=""50""","=""""",,"=""32.9440""","=""81.4441""","=""4f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",8,10,,"=""""","=""L4900""",
"=""32.7833""","=""0.0005""","=""32.7754+""","=""2""","=""""",,"=""32.8758""","=""70.7042""","=""4f""","=""2F*""","=""5/2""","=""5g""","=""2G""","=""7/2""",6,8,,"=""""","=""L5438""",
"=""32.8430""","=""0.0005""","=""32.8346+""","=""5""","=""""",,"=""32.9440""","=""70.7042""","=""4f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""9/2""",8,10,,"=""""","=""L5438""",
"=""35.8384""","=""0.0005""","=""35.8384+""","=""4""","=""""",,"=""14.4401""","=""49.0354""","=""5p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""""","=""L5438""",
"=""38.399""","=""0.002""","=""38.3958+""","=""70bl""","=""""",,"=""16.7443""","=""49.0354""","=""5p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""""","=""L4900""",
"=""49.98""","=""0.04""","=""50.042+""","=""""","=""""",,"=""65.3924""","=""90.1684""","=""6d""","=""2D""","=""3/2""","=""8f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L11586""",
"=""50.27""","=""0.04""","=""50.350+""","=""""","=""""",,"=""65.5621""","=""90.1865""","=""6d""","=""2D""","=""5/2""","=""8f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L11586""",
"=""51.7007""","=""0.0005""","=""51.701+""","=""50""","=""""",,"=""14.4401""","=""38.4212""","=""5p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""""","=""L5438""",
"=""52.53""","=""0.04""","=""52.517+""","=""*""","=""""",,"=""65.3924""","=""89.0007""","=""6d""","=""2D""","=""3/2""","=""9p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L11586""",
"=""52.53""","=""0.04""","=""52.498+""","=""*""","=""""",,"=""65.5621""","=""89.1790""","=""6d""","=""2D""","=""5/2""","=""9p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L11586""",
"=""53.2791""","=""0.0005""","=""53.279+""","=""1""","=""""",,"=""38.4212""","=""61.6919""","=""5d""","=""2D""","=""3/2""","=""5f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L5438""",
"=""54.004""","=""0.002""","=""53.995+""","=""50""","=""""",,"=""38.7842""","=""61.7464""","=""5d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L4900""",
"=""54.129""","=""0.002""","=""54.123+""","=""10""","=""""",,"=""38.7842""","=""61.6919""","=""5d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""5/2""",6,6,,"=""""","=""L4900""",
"=""56.2547""","=""0.0005""","=""56.254+""","=""50""","=""""",,"=""16.7443""","=""38.7842""","=""5p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,"=""""","=""L5438""",
"=""57.1894""","=""0.0005""","=""57.196+""","=""5""","=""""",,"=""16.7443""","=""38.4212""","=""5p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,"=""""","=""L5438""",
"=""62.86""","=""0.05""","=""62.943+""","=""*""","=""""",,"=""61.7464""","=""81.4441""","=""5f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",8,10,,"=""""","=""L7274""",
"=""62.86""","=""0.05""","=""62.770+""","=""*""","=""""",,"=""61.6919""","=""81.4441""","=""5f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",6,8,,"=""""","=""L7274""",
"=""63.65""","=""0.04""","=""63.609+""","=""""","=""""",,"=""65.3924""","=""84.8839""","=""6d""","=""2D""","=""3/2""","=""7f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L11586""",
"=""66.57""","=""0.04""","=""66.586+""","=""""","=""""",,"=""76.4620""","=""95.0821""","=""6f""","=""2F*""","=""7/2""","=""9g""","=""2G""","=""9/2""",8,10,,"=""""","=""L11586""",
"=""70.99""","=""0.04""","=""70.989+""","=""*""","=""""",,"=""70.7042""","=""88.1695""","=""5g""","=""2G""","=""9/2""","=""7h""","=""2H*""","=""11/2""",10,12,,"=""""","=""L11586""",
"=""70.99""","=""0.04""","=""70.989+""","=""*""","=""""",,"=""70.7042""","=""88.1695""","=""5g""","=""2G""","=""7/2""","=""7h""","=""2H*""","=""9/2""",8,10,,"=""""","=""L11586""",
"=""70.99""","=""0.04""","=""70.980+""","=""*""","=""""",,"=""38.4212""","=""55.8887""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L11586""",
"=""72.496""","=""0.002""","=""72.486+""","=""10""","=""""",,"=""38.7842""","=""55.8887""","=""5d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L4900""",
"=""74.0458""","=""0.0005""","=""74.046+""","=""500""","=""""",,"=""0.0000""","=""16.7443""","=""5s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L5438""",
"=""74.92""","=""0.04""","=""74.912+""","=""""","=""""",,"=""38.4212""","=""54.9719""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L11586""",
"=""82.00""","=""0.04""","=""82.022+""","=""""","=""""",,"=""54.9719""","=""70.0878""","=""6p""","=""2P*""","=""1/2""","=""7s""","=""2S""","=""1/2""",2,2,,"=""""","=""L11586""",
"=""82.57""","=""0.04""","=""82.560+""","=""""","=""""",,"=""78.6798""","=""93.6972""","=""7d""","=""2D""","=""3/2""","=""9f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L11586""",
"=""83.07""","=""0.04""","=""83.055+""","=""""","=""""",,"=""78.7740""","=""93.7019""","=""7d""","=""2D""","=""5/2""","=""9f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L11586""",
"=""85.8607""","=""0.0005""","=""85.861+""","=""500""","=""""",,"=""0.0000""","=""14.4401""","=""5s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L5438""",
"=""87.03""","=""0.04""","=""87.03+""","=""""","=""""",,"=""73.6195""","=""87.866""","=""7p""","=""2P*""","=""3/2""","=""9s""","=""2S""","=""1/2""",4,2,,"=""""","=""L11586""",
"=""87.30""","=""0.04""","=""87.319+""","=""""","=""""",,"=""55.8887""","=""70.0878""","=""6p""","=""2P*""","=""3/2""","=""7s""","=""2S""","=""1/2""",4,2,,"=""""","=""L11586""",
"=""91.93""","=""0.04""","=""91.928+""","=""*""","=""""",,"=""81.7339""","=""95.2210""","=""6h""","=""2H*""","=""9/2""","=""9i""","=""2I""","=""11/2""",10,12,,"=""""","=""L11586""",
"=""91.93""","=""0.04""","=""91.928+""","=""*""","=""""",,"=""81.7339""","=""95.2210""","=""6h""","=""2H*""","=""11/2""","=""9i""","=""2I""","=""13/2""",12,14,,"=""""","=""L11586""",
"=""93.47""","=""0.04""","=""93.553+""","=""""","=""""",,"=""70.0878""","=""83.3406""","=""7s""","=""2S""","=""1/2""","=""8p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L11586""",
"=""108.72""","=""0.04""","=""108.639+""","=""""","=""""",,"=""78.7740""","=""90.1865""","=""7d""","=""2D""","=""5/2""","=""8f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L11586""",
"=""112.41""","=""0.04""","=""112.432+""","=""*""","=""""",,"=""65.3924""","=""76.4199""","=""6d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L11586""",
"=""112.41""","=""0.04""","=""112.410+""","=""*""","=""""",,"=""70.7042""","=""81.7339""","=""5g""","=""2G""","=""9/2""","=""6h""","=""2H*""","=""11/2""",10,12,,"=""""","=""L11586""",
"=""112.41""","=""0.04""","=""112.410+""","=""*""","=""""",,"=""70.7042""","=""81.7339""","=""5g""","=""2G""","=""7/2""","=""6h""","=""2H*""","=""9/2""",8,10,,"=""""","=""L11586""",
"=""116.67""","=""0.06""","=""116.652+""","=""*""","=""""",,"=""81.7339""","=""92.3624""","=""6h""","=""2H*""","=""11/2""","=""8i""","=""2I""","=""13/2""",12,14,,"=""""","=""L11586""",
"=""116.67""","=""0.06""","=""116.652+""","=""*""","=""""",,"=""81.7339""","=""92.3624""","=""6h""","=""2H*""","=""9/2""","=""8i""","=""2I""","=""11/2""",10,12,,"=""""","=""L11586""",
"=""119.00""","=""0.06""","=""118.981+""","=""""","=""""",,"=""54.9719""","=""65.3924""","=""6p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""""","=""L11586""",
"=""120.03""","=""0.06""","=""120.129+""","=""""","=""""",,"=""78.6798""","=""89.0007""","=""7d""","=""2D""","=""3/2""","=""9p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L11586""",
"=""125.10""","=""0.06""","=""125.100+""","=""*""","=""""",,"=""76.4199""","=""86.3307""","=""6f""","=""2F*""","=""5/2""","=""8d""","=""2D""","=""3/2""",6,4,,"=""""","=""L11586""",
"=""125.10""","=""0.06""","=""125.047+""","=""*""","=""""",,"=""76.4620""","=""86.3771""","=""6f""","=""2F*""","=""7/2""","=""8d""","=""2D""","=""5/2""",8,6,,"=""""","=""L11586""",
"=""128.17""","=""0.05""","=""128.171+""","=""""","=""""",,"=""55.8887""","=""65.5621""","=""6p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""""","=""L11374""",
"=""130.46""","=""0.05""","=""130.460+""","=""""","=""""",,"=""55.8887""","=""65.3924""","=""6p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""""","=""L11374""",
"=""136.31""","=""0.06""","=""136.29+""","=""*""","=""""",,"=""88.1695""","=""97.267""","=""7h""","=""2H*""","=""11/2""","=""10i""","=""2I""","=""13/2""",12,14,,"=""""","=""L11586""",
"=""136.31""","=""0.06""","=""136.29+""","=""*""","=""""",,"=""88.1695""","=""97.267""","=""7h""","=""2H*""","=""9/2""","=""10i""","=""2I""","=""11/2""",10,12,,"=""""","=""L11586""",
"=""136.54""","=""0.06""","=""136.63+""","=""*""","=""""",,"=""88.1947""","=""97.2691""","=""7i""","=""2I""","=""11/2""","=""10k""","=""2K*""","=""13/2""",12,14,,"=""""","=""L11586""",
"=""136.54""","=""0.06""","=""136.63+""","=""*""","=""""",,"=""88.1947""","=""97.2691""","=""7i""","=""2I""","=""13/2""","=""10k""","=""2K*""","=""15/2""",14,16,,"=""""","=""L11586""",
"=""137.59""","=""0.05""","=""137.57+""","=""""","=""""",,"=""61.6919""","=""70.7042""","=""5f""","=""2F*""","=""5/2""","=""5g""","=""2G""","=""7/2""",6,8,,"=""""","=""L5256""",
"=""138.41""","=""0.05""","=""138.41+""","=""""","=""""",,"=""61.7464""","=""70.7042""","=""5f""","=""2F*""","=""7/2""","=""5g""","=""2G""","=""9/2""",8,10,,"=""""","=""L5256""",
"=""141.88""","=""0.06""","=""141.82+""","=""""","=""""",,"=""81.4441""","=""90.1865""","=""6g""","=""2G""","=""9/2""","=""8f""","=""2F*""","=""7/2""",10,8,,"=""""","=""L11586""",
"=""150.72""","=""0.05""","=""150.70+""","=""""","=""""",,"=""65.3924""","=""73.6195""","=""6d""","=""2D""","=""3/2""","=""7p""","=""2P*""","=""3/2""",4,4,,"=""""","=""L11374""",
"=""153.54""","=""0.06""","=""153.56+""","=""*""","=""""",,"=""83.0630""","=""91.137""","=""8p""","=""2P*""","=""1/2""","=""9d""","=""2D""","=""3/2""",2,4,,"=""""","=""L11586""",
"=""153.54""","=""0.06""","=""153.42+""","=""*""","=""""",,"=""73.1292""","=""81.2106""","=""7p""","=""2P*""","=""1/2""","=""8s""","=""2S""","=""1/2""",2,2,,"=""""","=""L11586""",
"=""153.86""","=""0.05""","=""153.88+""","=""""","=""""",,"=""65.5621""","=""73.6195""","=""6d""","=""2D""","=""5/2""","=""7p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L11374""",
"=""158.00""","=""0.06""","=""157.9+""","=""""","=""""",,"=""83.3406""","=""91.192""","=""8p""","=""2P*""","=""3/2""","=""9d""","=""2D""","=""5/2""",4,6,,"=""""","=""L11586""",
"=""159.18""","=""0.06""","=""159.16+""","=""""","=""""",,"=""81.2106""","=""89.0007""","=""8s""","=""2S""","=""1/2""","=""9p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L11586""",
"=""160.25""","=""0.05""","=""160.25+""","=""""","=""""",,"=""65.3924""","=""73.1292""","=""6d""","=""2D""","=""3/2""","=""7p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L11374""",
"=""168.46""","=""0.06""","=""168.31+""","=""""","=""""",,"=""86.3307""","=""93.6972""","=""8d""","=""2D""","=""3/2""","=""9f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L11586""",
"=""169.18""","=""0.06""","=""169.26+""","=""""","=""""",,"=""86.3771""","=""93.7019""","=""8d""","=""2D""","=""5/2""","=""9f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L11586""",
"=""170.82""","=""0.06""","=""170.8+""","=""*""","=""""",,"=""87.949""","=""95.2071""","=""7g""","=""2G""","=""7/2""","=""9h""","=""2H*""","=""9/2""",8,10,,"=""""","=""L11586""",
"=""170.82""","=""0.06""","=""170.8+""","=""*""","=""""",,"=""87.949""","=""95.2071""","=""7g""","=""2G""","=""9/2""","=""9h""","=""2H*""","=""11/2""",10,12,,"=""""","=""L11586""",
"=""175.83""","=""0.06""","=""175.83+""","=""*""","=""""",,"=""88.1695""","=""95.2210""","=""7h""","=""2H*""","=""9/2""","=""9i""","=""2I""","=""11/2""",10,12,,"=""""","=""L11586""",
"=""175.83""","=""0.06""","=""175.83+""","=""*""","=""""",,"=""88.1695""","=""95.2210""","=""7h""","=""2H*""","=""11/2""","=""9i""","=""2I""","=""13/2""",12,14,,"=""""","=""L11586""",
"=""176.38""","=""0.06""","=""176.38+""","=""*""","=""""",,"=""88.1947""","=""95.2240""","=""7i""","=""2I""","=""13/2""","=""9k""","=""2K*""","=""15/2""",14,16,,"=""""","=""L11586""",
"=""176.38""","=""0.06""","=""176.38+""","=""*""","=""""",,"=""88.1947""","=""95.2240""","=""7i""","=""2I""","=""11/2""","=""9k""","=""2K*""","=""13/2""",12,14,,"=""""","=""L11586""",
"=""180.87""","=""0.05""","=""180.91+""","=""""","=""""",,"=""49.0354""","=""55.8887""","=""6s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L11374""",
"=""184.46""","=""0.05""","=""184.35+""","=""*""","=""""",,"=""81.4441""","=""88.1695""","=""6g""","=""2G""","=""9/2""","=""7h""","=""2H*""","=""11/2""",10,12,,"=""""","=""L5256""",
"=""184.46""","=""0.05""","=""184.35+""","=""*""","=""""",,"=""81.4441""","=""88.1695""","=""6g""","=""2G""","=""7/2""","=""7h""","=""2H*""","=""9/2""",8,10,,"=""""","=""L5256""",
"=""191.91""","=""0.05""","=""191.90+""","=""*""","=""""",,"=""81.7339""","=""88.1947""","=""6h""","=""2H*""","=""11/2""","=""7i""","=""2I""","=""13/2""",12,14,,"=""""","=""L5256""",
"=""191.91""","=""0.05""","=""191.90+""","=""*""","=""""",,"=""81.7339""","=""88.1947""","=""6h""","=""2H*""","=""9/2""","=""7i""","=""2I""","=""11/2""",10,12,,"=""""","=""L5256""",
"=""197.17""","=""0.06""","=""197.3+""","=""""","=""""",,"=""84.9066""","=""91.192""","=""7f""","=""2F*""","=""7/2""","=""9d""","=""2D""","=""5/2""",8,6,,"=""""","=""L11586""",
"=""199.84""","=""0.06""","=""199.84+""","=""""","=""""",,"=""78.6798""","=""84.8839""","=""7d""","=""2D""","=""3/2""","=""7f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L11586""",
"=""202.17""","=""0.06""","=""202.17+""","=""""","=""""",,"=""78.7740""","=""84.9066""","=""7d""","=""2D""","=""5/2""","=""7f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L11586""",
"=""208.80""","=""0.05""","=""208.85+""","=""""","=""""",,"=""49.0354""","=""54.9719""","=""6s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L11374""",
"=""212.29""","=""0.05""","=""212.29+""","=""""","=""""",,"=""32.9440""","=""38.7842""","=""4f""","=""2F*""","=""7/2""","=""5d""","=""2D""","=""5/2""",8,6,,"=""""","=""L11374""",
"=""215.56""","=""0.06""","=""215.5+""","=""""","=""""",,"=""87.949""","=""93.7019""","=""7g""","=""2G""","=""9/2""","=""9f""","=""2F*""","=""7/2""",10,8,,"=""""","=""L11586""",
"=""223.42""","=""0.06""","=""223.37+""","=""""","=""""",,"=""73.1292""","=""78.6798""","=""7p""","=""2P*""","=""1/2""","=""7d""","=""2D""","=""3/2""",2,4,,"=""""","=""L11586""",
"=""223.58""","=""0.05""","=""223.58+""","=""""","=""""",,"=""32.8758""","=""38.4212""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""3/2""",6,4,,"=""""","=""L11374""",
"=""240.53""","=""0.06""","=""240.53+""","=""""","=""""",,"=""73.6195""","=""78.7740""","=""7p""","=""2P*""","=""3/2""","=""7d""","=""2D""","=""5/2""",4,6,,"=""""","=""L11586""",
"=""244.96""","=""0.06""","=""245.01+""","=""""","=""""",,"=""73.6195""","=""78.6798""","=""7p""","=""2P*""","=""3/2""","=""7d""","=""2D""","=""3/2""",4,4,,"=""""","=""L11586""",
"=""246.83""","=""0.05""","=""246.77+""","=""""","=""""",,"=""76.4199""","=""81.4441""","=""6f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",6,8,,"=""""","=""L11586""",
"=""248.86""","=""0.06""","=""248.86+""","=""""","=""""",,"=""76.4620""","=""81.4441""","=""6f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",8,10,,"=""""","=""L11586""",
"=""251.76""","=""0.08""","=""251.8+""","=""*""","=""""",,"=""92.3432""","=""97.267""","=""8h""","=""2H*""","=""11/2""","=""10i""","=""2I""","=""13/2""",12,14,,"=""""","=""L11586""",
"=""251.76""","=""0.08""","=""251.8+""","=""*""","=""""",,"=""92.3432""","=""97.267""","=""8h""","=""2H*""","=""9/2""","=""10i""","=""2I""","=""11/2""",10,12,,"=""""","=""L11586""",
"=""252.72""","=""0.08""","=""252.68+""","=""*""","=""""",,"=""92.3624""","=""97.2691""","=""8i""","=""2I""","=""11/2""","=""10k""","=""2K*""","=""13/2""",12,14,,"=""""","=""L11586""",
"=""252.72""","=""0.08""","=""252.68+""","=""*""","=""""",,"=""92.3624""","=""97.2691""","=""8i""","=""2I""","=""13/2""","=""10k""","=""2K*""","=""15/2""",14,16,,"=""""","=""L11586""",
"=""271.14""","=""0.08""","=""271.50+""","=""""","=""""",,"=""78.7740""","=""83.3406""","=""7d""","=""2D""","=""5/2""","=""8p""","=""2P*""","=""3/2""",6,4,,"=""""","=""L11586""",
"=""273.87""","=""0.08""","=""274.0+""","=""""","=""""",,"=""83.3406""","=""87.866""","=""8p""","=""2P*""","=""3/2""","=""9s""","=""2S""","=""1/2""",4,2,,"=""""","=""L11586""",
"=""282.18""","=""0.08""","=""282.2+""","=""*""","=""""",,"=""87.949""","=""92.3432""","=""7g""","=""2G""","=""9/2""","=""8h""","=""2H*""","=""11/2""",10,12,,"=""""","=""L11586""",
"=""282.18""","=""0.08""","=""282.2+""","=""*""","=""""",,"=""87.949""","=""92.3432""","=""7g""","=""2G""","=""7/2""","=""8h""","=""2H*""","=""9/2""",8,10,,"=""""","=""L11586""",
"=""282.98""","=""0.08""","=""282.86+""","=""""","=""""",,"=""78.6798""","=""83.0630""","=""7d""","=""2D""","=""3/2""","=""8p""","=""2P*""","=""1/2""",4,2,,"=""""","=""L11586""",
"=""295.41""","=""0.05""","=""295.70+""","=""""","=""""",,"=""88.1695""","=""92.3624""","=""7h""","=""2H*""","=""11/2""","=""8i""","=""2I""","=""13/2""",12,14,,"=""""","=""L5256""",
"=""295.41""","=""0.05""","=""295.70+""","=""""","=""""",,"=""88.1695""","=""92.3624""","=""7h""","=""2H*""","=""9/2""","=""8i""","=""2I""","=""11/2""",10,12,,"=""""","=""L5256""",
"=""297.16""","=""0.05""","=""297.13+""","=""*""","=""""",,"=""88.1947""","=""92.3674""","=""7i""","=""2I""","=""13/2""","=""8k""","=""2K*""","=""15/2""",14,16,,"=""""","=""L5256""",
"=""297.16""","=""0.05""","=""297.13+""","=""*""","=""""",,"=""88.1947""","=""92.3674""","=""7i""","=""2I""","=""11/2""","=""8k""","=""2K*""","=""13/2""",12,14,,"=""""","=""L5256""",
"=""323.07""","=""0.08""","=""323.07+""","=""""","=""""",,"=""86.3307""","=""90.1684""","=""8d""","=""2D""","=""3/2""","=""8f""","=""2F*""","=""5/2""",4,6,,"=""""","=""L11586""",
"=""324.93""","=""0.08""","=""324.93+""","=""""","=""""",,"=""61.7464""","=""65.5621""","=""5f""","=""2F*""","=""7/2""","=""6d""","=""2D""","=""5/2""",8,6,,"=""""","=""L11586""",
"=""325.46""","=""0.08""","=""325.47+""","=""""","=""""",,"=""86.3771""","=""90.1865""","=""8d""","=""2D""","=""5/2""","=""8f""","=""2F*""","=""7/2""",6,8,,"=""""","=""L11586""",
"=""335.22""","=""0.08""","=""335.05+""","=""""","=""""",,"=""61.6919""","=""65.3924""","=""5f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""3/2""",6,4,,"=""""","=""L11586""",
"=""351.26""","=""0.08""","=""351.06+""","=""""","=""""",,"=""70.0878""","=""73.6195""","=""7s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L11586""",
"=""408.02""","=""0.08""","=""408.31+""","=""*""","=""""",,"=""83.3406""","=""86.3771""","=""8p""","=""2P*""","=""3/2""","=""8d""","=""2D""","=""5/2""",4,6,,"=""""","=""L11586""",
"=""408.02""","=""0.08""","=""407.65+""","=""*""","=""""",,"=""70.0878""","=""73.1292""","=""7s""","=""2S""","=""1/2""","=""7p""","=""2P*""","=""1/2""",2,2,,"=""""","=""L11586""",
"=""409.47""","=""0.08""","=""409.47+""","=""*""","=""""",,"=""92.1792""","=""95.2071""","=""8g""","=""2G""","=""9/2""","=""9h""","=""2H*""","=""11/2""",10,12,,"=""""","=""L11586""",
"=""409.47""","=""0.08""","=""409.47+""","=""*""","=""""",,"=""92.1792""","=""95.2071""","=""8g""","=""2G""","=""7/2""","=""9h""","=""2H*""","=""9/2""",8,10,,"=""""","=""L11586""",
"=""430.83""","=""0.08""","=""430.8+""","=""*""","=""""",,"=""92.3432""","=""95.2210""","=""8h""","=""2H*""","=""9/2""","=""9i""","=""2I""","=""11/2""",10,12,,"=""""","=""L11586""",
