Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""1s2""","=""1S""","=""0""",1,"=""""","=""0.000000""","=""""","=""0.000004""","=""L11891"""
"=""1s.2s""","=""3S""","=""1""",3,"=""[""","=""118.593204""","=""]""","=""0.000025""","=""L11891c206"""
"=""1s.2s""","=""1S""","=""0""",1,"=""[""","=""121.65187""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.2p""","=""3P*""","=""1""",3,"=""[""","=""121.92256""","=""]""","=""0.00004""","=""L11891c206"""
"=""1s.2p""","=""3P*""","=""0""",1,"=""[""","=""121.92399""","=""]""","=""0.00004""","=""L11891c206"""
"=""1s.2p""","=""3P*""","=""2""",5,"=""[""","=""121.92440""","=""]""","=""0.00004""","=""L11891c206"""
"=""1s.2p""","=""1P*""","=""1""",3,"=""[""","=""123.66994""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.3s""","=""3S""","=""1""",3,"=""[""","=""139.01100""","=""]""","=""0.00011""","=""L11891c206"""
"=""1s.3s""","=""1S""","=""0""",1,"=""[""","=""139.8190""","=""]""","=""0.0006""","=""L11891c206"""
"=""1s.3p""","=""3P*""","=""0""",1,"=""[""","=""139.89327""","=""]""","=""0.00009""","=""L11891c206"""
"=""1s.3p""","=""3P*""","=""1""",3,"=""[""","=""139.89327""","=""]""","=""0.00009""","=""L11891c206"""
"=""1s.3p""","=""3P*""","=""2""",5,"=""[""","=""139.89327""","=""]""","=""0.00009""","=""L11891c206"""
"=""1s.3d""","=""3D""","=""1""",3,"=""[""","=""140.27499""","=""]""","=""0.00012""","=""L11891c206"""
"=""1s.3d""","=""3D""","=""2""",5,"=""[""","=""140.27499""","=""]""","=""0.00012""","=""L11891c206"""
"=""1s.3d""","=""3D""","=""3""",7,"=""[""","=""140.27499""","=""]""","=""0.00012""","=""L11891c206"""
"=""1s.3d""","=""1D""","=""2""",5,"=""[""","=""140.28465""","=""]""","=""0.00014""","=""L11891c206"""
"=""1s.3p""","=""1P*""","=""1""",3,"=""[""","=""140.40043""","=""]""","=""0.00012""","=""L11891c206"""
"=""1s.4s""","=""3S""","=""1""",3,"=""[""","=""145.72002""","=""]""","=""0.00010""","=""L11891c206"""
"=""1s.4s""","=""1S""","=""0""",1,"=""[""","=""146.0459""","=""]""","=""0.0007""","=""L11891c206"""
"=""1s.4p""","=""3P*""","=""0""",1,"=""[""","=""146.07681""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.4p""","=""3P*""","=""1""",3,"=""[""","=""146.07681""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.4p""","=""3P*""","=""2""",5,"=""[""","=""146.07681""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.4d""","=""3D""","=""1""",3,"=""[""","=""146.23531""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.4d""","=""3D""","=""2""",5,"=""[""","=""146.23531""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.4d""","=""3D""","=""3""",7,"=""[""","=""146.23531""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.4d""","=""1D""","=""2""",5,"=""[""","=""146.24078""","=""]""","=""0.00007""","=""L11891c206"""
"=""1s.4f""","=""1F*""","=""3""",7,"=""[""","=""146.24260""","=""]""","=""0.00010""","=""L11891c206"""
"=""1s.4f""","=""3F*""","=""2""",5,"=""[""","=""146.24260""","=""]""","=""0.00010""","=""L11891c206"""
"=""1s.4f""","=""3F*""","=""3""",7,"=""[""","=""146.24260""","=""]""","=""0.00010""","=""L11891c206"""
"=""1s.4f""","=""3F*""","=""4""",9,"=""[""","=""146.24260""","=""]""","=""0.00010""","=""L11891c206"""
"=""1s.4p""","=""1P*""","=""1""",3,"=""[""","=""146.2883""","=""]""","=""0.0003""","=""L11891c206"""
"=""1s.5s""","=""3S""","=""1""",3,"=""[""","=""148.73469""","=""]""","=""0.00007""","=""L11891c206"""
"=""1s.5s""","=""1S""","=""0""",1,"=""[""","=""148.89757""","=""]""","=""0.00020""","=""L11891c206"""
"=""1s.5p""","=""3P*""","=""0""",1,"=""[""","=""148.91340""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.5p""","=""3P*""","=""1""",3,"=""[""","=""148.91340""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.5p""","=""3P*""","=""2""",5,"=""[""","=""148.91340""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.5d""","=""3D""","=""1""",3,"=""[""","=""148.99391""","=""]""","=""0.00005""","=""L11891c206"""
"=""1s.5d""","=""3D""","=""3""",7,"=""[""","=""148.99391""","=""]""","=""0.00005""","=""L11891c206"""
"=""1s.5d""","=""3D""","=""2""",5,"=""[""","=""148.99391""","=""]""","=""0.00005""","=""L11891c206"""
"=""1s.5d""","=""1D""","=""2""",5,"=""[""","=""148.9973""","=""]""","=""0.0003""","=""L11891c206"""
"=""1s.5f""","=""3F*""","=""3""",7,"=""[""","=""148.99802""","=""]""","=""0.00007""","=""L11891c206"""
"=""1s.5f""","=""3F*""","=""4""",9,"=""[""","=""148.99802""","=""]""","=""0.00007""","=""L11891c206"""
"=""1s.5f""","=""3F*""","=""2""",5,"=""[""","=""148.99802""","=""]""","=""0.00007""","=""L11891c206"""
"=""1s.5f""","=""1F*""","=""3""",7,"=""[""","=""148.99802""","=""]""","=""0.00007""","=""L11891c206"""
"=""1s.5g""","=""1G""","=""4""",9,"=""[""","=""148.99833""","=""]""","=""0.00015""","=""L11891c206"""
"=""1s.5g""","=""3G""","=""3""",7,"=""[""","=""148.99833""","=""]""","=""0.00015""","=""L11891c206"""
"=""1s.5g""","=""3G""","=""4""",9,"=""[""","=""148.99833""","=""]""","=""0.00015""","=""L11891c206"""
"=""1s.5g""","=""3G""","=""5""",11,"=""[""","=""148.99833""","=""]""","=""0.00015""","=""L11891c206"""
"=""1s.5p""","=""1P*""","=""1""",3,"=""[""","=""149.02098""","=""]""","=""0.00010""","=""L11891c206"""
"=""1s.6s""","=""3S""","=""1""",3,"=""[""","=""150.3440""","=""]""","=""0.0005""","=""L11891c206"""
"=""1s.6s""","=""1S""","=""0""",1,"=""[""","=""150.4367""","=""]""","=""0.0009""","=""L11891c206"""
"=""1s.6p""","=""3P*""","=""0""",1,"=""[""","=""150.4458""","=""]""","=""0.0009""","=""L11891c206"""
"=""1s.6p""","=""3P*""","=""1""",3,"=""[""","=""150.4458""","=""]""","=""0.0009""","=""L11891c206"""
"=""1s.6p""","=""3P*""","=""2""",5,"=""[""","=""150.4458""","=""]""","=""0.0009""","=""L11891c206"""
"=""1s.6d""","=""3D""","=""1""",3,"=""[""","=""150.4923""","=""]""","=""0.0003""","=""L11891c206"""
"=""1s.6d""","=""3D""","=""2""",5,"=""[""","=""150.4923""","=""]""","=""0.0003""","=""L11891c206"""
"=""1s.6d""","=""3D""","=""3""",7,"=""[""","=""150.4923""","=""]""","=""0.0003""","=""L11891c206"""
"=""1s.6d""","=""1D""","=""2""",5,"=""[""","=""150.4943""","=""]""","=""0.0007""","=""L11891c206"""
"=""1s.6g""","=""1G""","=""4""",9,"=""[""","=""150.49490""","=""]""","=""0.00021""","=""L11891c206"""
"=""1s.6g""","=""3G""","=""3""",7,"=""[""","=""150.49490""","=""]""","=""0.00021""","=""L11891c206"""
"=""1s.6g""","=""3G""","=""5""",11,"=""[""","=""150.49490""","=""]""","=""0.00021""","=""L11891c206"""
"=""1s.6g""","=""3G""","=""4""",9,"=""[""","=""150.49490""","=""]""","=""0.00021""","=""L11891c206"""
"=""1s.6h""","=""1H*""","=""5""",11,"=""[""","=""150.49496""","=""]""","=""0.00012""","=""u47"""
"=""1s.6h""","=""3H*""","=""4""",9,"=""[""","=""150.49496""","=""]""","=""0.00012""","=""u47"""
"=""1s.6h""","=""3H*""","=""5""",11,"=""[""","=""150.49496""","=""]""","=""0.00012""","=""u47"""
"=""1s.6h""","=""3H*""","=""6""",13,"=""[""","=""150.49496""","=""]""","=""0.00012""","=""u47"""
"=""1s.6f""","=""1F*""","=""3""",7,"=""[""","=""150.49498""","=""]""","=""0.00015""","=""L11891c206"""
"=""1s.6f""","=""3F*""","=""2""",5,"=""[""","=""150.49498""","=""]""","=""0.00015""","=""L11891c206"""
"=""1s.6f""","=""3F*""","=""3""",7,"=""[""","=""150.49498""","=""]""","=""0.00015""","=""L11891c206"""
"=""1s.6f""","=""3F*""","=""4""",9,"=""[""","=""150.49498""","=""]""","=""0.00015""","=""L11891c206"""
"=""1s.6p""","=""1P*""","=""1""",3,"=""[""","=""150.510""","=""]""","=""0.007""","=""L11891c206"""
"=""1s.7s""","=""3S""","=""1""",3,"=""[""","=""151.30299""","=""]""","=""0.00009""","=""L11891c206"""
"=""1s.7s""","=""1S""","=""0""",1,"=""[""","=""151.36101""","=""]""","=""0.00014""","=""L11891c206"""
"=""1s.7p""","=""3P*""","=""0""",1,"=""[""","=""151.36644""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.7p""","=""3P*""","=""1""",3,"=""[""","=""151.36644""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.7p""","=""3P*""","=""2""",5,"=""[""","=""151.36644""","=""]""","=""0.00006""","=""L11891c206"""
"=""1s.7d""","=""3D""","=""1""",3,"=""[""","=""151.39574""","=""]""","=""0.00009""","=""L11891c206"""
"=""1s.7d""","=""3D""","=""2""",5,"=""[""","=""151.39574""","=""]""","=""0.00009""","=""L11891c206"""
"=""1s.7d""","=""3D""","=""3""",7,"=""[""","=""151.39574""","=""]""","=""0.00009""","=""L11891c206"""
"=""1s.7d""","=""1D""","=""2""",5,"=""[""","=""151.39647""","=""]""","=""0.00011""","=""L11891c206"""
"=""1s.7g""","=""1G""","=""4""",9,"=""[""","=""151.39704""","=""]""","=""0.00017""","=""L11891c206"""
"=""1s.7g""","=""3G""","=""3""",7,"=""[""","=""151.39704""","=""]""","=""0.00017""","=""L11891c206"""
"=""1s.7g""","=""3G""","=""4""",9,"=""[""","=""151.39704""","=""]""","=""0.00017""","=""L11891c206"""
"=""1s.7g""","=""3G""","=""5""",11,"=""[""","=""151.39704""","=""]""","=""0.00017""","=""L11891c206"""
"=""1s.7f""","=""1F*""","=""3""",7,"=""[""","=""151.39707""","=""]""","=""0.00009""","=""L11891c206"""
"=""1s.7f""","=""3F*""","=""2""",5,"=""[""","=""151.39707""","=""]""","=""0.00009""","=""L11891c206"""
"=""1s.7f""","=""3F*""","=""3""",7,"=""[""","=""151.39707""","=""]""","=""0.00009""","=""L11891c206"""
"=""1s.7f""","=""3F*""","=""4""",9,"=""[""","=""151.39707""","=""]""","=""0.00009""","=""L11891c206"""
"=""1s.7i""","=""1I""","=""6""",13,"=""[""","=""151.39734""","=""]""","=""0.00012""","=""u47"""
"=""1s.7i""","=""3I""","=""5""",11,"=""[""","=""151.39734""","=""]""","=""0.00012""","=""u47"""
"=""1s.7i""","=""3I""","=""6""",13,"=""[""","=""151.39734""","=""]""","=""0.00012""","=""u47"""
