obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""7.610""","=""7.6099""","=""0.0012""","=""1w""","=""""",,"=""[139.8190]""","=""302.745""","=""1s.3s""","=""1S""","=""0""","="""2,3.sp+"""","=""1P*""","=""1""",1,3,,"=""""","=""L539""",
"=""7.648""","=""7.6482""","=""0.0012""","=""2*""","=""""",,"=""[139.01100]""","=""301.120""","=""1s.3s""","=""3S""","=""1""","="""2,3.sp-"""","=""3P*""","=""2""",3,5,,"=""""","=""L539""",
"=""7.648""","=""7.6482""","=""0.0012""","=""2*""","=""""",,"=""[139.01100]""","=""301.120""","=""1s.3s""","=""3S""","=""1""","="""2,3.sp-"""","=""3P*""","=""1""",3,3,,"=""""","=""L539""",
"=""7.648""","=""7.6482""","=""0.0012""","=""2*""","=""""",,"=""[139.01100]""","=""301.120""","=""1s.3s""","=""3S""","=""1""","="""2,3.sp-"""","=""3P*""","=""0""",3,1,,"=""""","=""L539""",
"=""7.853""","=""7.8531""","=""0.0003""","=""3*""","=""""",,"=""[118.593204]""","=""276.472""","=""1s.2s""","=""3S""","=""1""","=""2s.2p""","=""3P*""","=""2""",3,5,,"=""""","=""L539""",
"=""7.853""","=""7.8531""","=""0.0003""","=""3*""","=""""",,"=""[118.593204]""","=""276.472""","=""1s.2s""","=""3S""","=""1""","=""2s.2p""","=""3P*""","=""1""",3,3,,"=""""","=""L539""",
"=""7.853""","=""7.8531""","=""0.0003""","=""3*""","=""""",,"=""[118.593204]""","=""276.472""","=""1s.2s""","=""3S""","=""1""","=""2s.2p""","=""3P*""","=""0""",3,1,,"=""""","=""L539""",
"=""7.866""","=""7.8659""","=""0.0003""","=""4*""","=""""",,"=""[121.92256]""","=""279.545""","=""1s.2p""","=""3P*""","=""1""","=""2p2""","=""3P""","=""1""",3,3,,"=""""","=""L539""",
"=""7.866""","=""7.8659""","=""0.0003""","=""4*""","=""""",,"=""[121.92256]""","=""279.545""","=""1s.2p""","=""3P*""","=""1""","=""2p2""","=""3P""","=""0""",3,1,,"=""""","=""L539""",
"=""7.866""","=""7.8659""","=""0.0003""","=""4*""","=""""",,"=""[121.92256]""","=""279.545""","=""1s.2p""","=""3P*""","=""1""","=""2p2""","=""3P""","=""2""",3,5,,"=""""","=""L539""",
"=""7.866""","=""7.8660""","=""0.0003""","=""4*""","=""""",,"=""[121.92440]""","=""279.545""","=""1s.2p""","=""3P*""","=""2""","=""2p2""","=""3P""","=""1""",5,3,,"=""""","=""L539""",
"=""7.866""","=""7.8660""","=""0.0003""","=""4*""","=""""",,"=""[121.92399]""","=""279.545""","=""1s.2p""","=""3P*""","=""0""","=""2p2""","=""3P""","=""1""",1,3,,"=""""","=""L539""",
"=""7.866""","=""7.8660""","=""0.0003""","=""4*""","=""""",,"=""[121.92440]""","=""279.545""","=""1s.2p""","=""3P*""","=""2""","=""2p2""","=""3P""","=""2""",5,5,,"=""""","=""L539""",
"=""7.892""","=""7.8922""","=""0.0010""","=""1w""","=""""",,"=""[123.66994]""","=""280.767""","=""1s.2p""","=""1P*""","=""1""","=""2p2""","=""1D""","=""2""",3,5,,"=""""","=""L539""",
