obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""5.3785""","=""5.3785""","=""10""","=""2.88e+11""",C,"=""16.594""","=""247.112?""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).4d""","=""5P""","=""1""",5,3,,"=""T5520c4,LS""","=""L3463""",
"=""5.3800""","=""5.3800""","=""10""","=""2.88e+11""",C,"=""16.594""","=""247.048?""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).4d""","=""5P""","=""2""",5,5,,"=""T5520c4,LS""","=""L3463""",
"=""5.3823""","=""5.3823""","=""10""","=""2.88e+11""",C,"=""16.594""","=""246.949?""","=""2s.2p3""","=""5S*""","=""2""","=""2s.2p2.(4P).4d""","=""5P""","=""3""",5,7,,"=""T5520c4,LS""","=""L3463""",
"=""5.4217""","=""5.4217""","=""200g""","=""1.88e+11""",C,"=""0.212""","=""228.893?""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p.4d""","=""3D*""","=""2""",3,5,,"=""T5520c4,LS""","=""L3463""",
"=""5.4258""","=""5.4258""","=""200g""","=""2.49e+11""",C,"=""0.548""","=""229.057?""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""3""",5,7,,"=""T5520c4,LS""","=""L3463""",
"=""""","=""5.4297""","=""""","=""6.22e+10""",D,"=""0.548""","=""228.893?""","=""2s2.2p2""","=""3P""","=""2""","=""2s2.2p.4d""","=""3D*""","=""2""",5,5,,"=""T5520c4,LS""","=""""",
"=""5.7553""","=""5.7553""","=""10""","=""1.80e+11""",C,"=""32.506""","=""247.932?""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p2.(4P).4d""","=""3F""","=""4""",7,9,,"=""T5520c4,LS""","=""L3463""",
"=""""","=""5.7621""","=""""","=""2.01e+10""",E,"=""32.506""","=""247.678?""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p2.(4P).4d""","=""3F""","=""3""",7,7,,"=""T5520c4,LS""","=""""",
"=""5.7624""","=""5.7624""","=""10""","=""1.61e+11""",C,"=""32.517""","=""247.678?""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p2.(4P).4d""","=""3F""","=""3""",5,7,,"=""T5520c4,LS""","=""L3463""",
"=""6.1694""","=""6.1694""","=""150""","=""1.90e+11""",C+,"=""5.793+x""","=""206.759+x?""","=""2s2.2p2""","=""1D""","=""2""","=""2s.2p2.(2D).3p""","=""1D*""","=""2""",5,5,,"=""T5052""","=""L3463""",
"=""6.2016""","=""6.2016""","=""100""","=""2.04e+11""",B,"=""5.793+x""","=""205.716+x?""","=""2s2.2p2""","=""1D""","=""2""","=""2s.2p2.(2D).3p""","=""1F*""","=""3""",5,7,,"=""T5052""","=""L3463""",
"=""6.3203""","=""6.3200""","=""10*""","=""8.68e+09""",C,"=""32.506""","=""228.685""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p2.(2P).3d""","=""3P?""","=""2?""",7,5,,"=""T5052""","=""L3463""",
