Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p2""","=""3P""","=""0""",1,"=""""","=""0.0000""","=""""","=""0""","=""L4714"""
"=""2s2.2p2""","=""3P""","=""1""",3,"=""""","=""0.212""","=""""","=""""","="""""
"=""2s2.2p2""","=""3P""","=""2""",5,"=""""","=""0.548""","=""""","=""""","="""""
"=""2s2.2p2""","=""1D""","=""2""",5,"=""""","=""5.793""","=""+x""","=""""","="""""
"=""2s2.2p2""","=""1S""","=""0""",1,"=""""","=""11.935""","=""+x""","=""""","="""""
"=""2s.2p3""","=""5S*""","=""2""",5,"=""""","=""16.594""","=""""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""3""",7,"=""""","=""32.506""","=""""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""2""",5,"=""""","=""32.517""","=""""","=""""","="""""
"=""2s.2p3""","=""3D*""","=""1""",3,"=""""","=""32.525""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""1""",3,"=""""","=""38.325""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""2""",5,"=""""","=""38.325""","=""""","=""""","="""""
"=""2s.2p3""","=""3P*""","=""0""",1,"=""""","=""38.325""","=""""","=""""","="""""
"=""2s.2p3""","=""1D*""","=""2""",5,"=""""","=""49.224""","=""+x""","=""""","="""""
"=""2s.2p3""","=""3S*""","=""1""",3,"=""""","=""50.114""","=""""","=""""","="""""
"=""2s.2p3""","=""1P*""","=""1""",3,"=""""","=""55.120""","=""+x""","=""""","="""""
"=""2p4""","=""3P""","=""2""",5,"=""""","=""75.395""","=""""","=""""","="""""
"=""2p4""","=""3P""","=""1""",3,"=""""","=""75.777""","=""""","=""""","="""""
"=""2p4""","=""3P""","=""0""",1,"=""""","=""75.942""","=""""","=""""","="""""
"=""2p4""","=""1D""","=""2""",5,"=""""","=""80.256""","=""+x""","=""""","="""""
"=""2p4""","=""1S""","=""0""",1,"=""""","=""91.561""","=""+x""","=""""","="""""
"=""2s2.2p.3s""","=""3P*""","=""0""",1,"=""""","=""163.577""","=""?""","=""""","="""""
"=""2s2.2p.3s""","=""3P*""","=""1""",3,"=""""","=""163.714""","=""""","=""""","="""""
"=""2s2.2p.3s""","=""3P*""","=""2""",5,"=""""","=""164.163""","=""""","=""""","="""""
"=""2s2.2p.3s""","=""1P*""","=""1""",3,"=""""","=""165.556""","=""+x""","=""""","="""""
"=""2s2.2p.3p""","=""3S""","=""1""",3,"=""""","=""173.846""","=""""","=""""","="""""
"=""2s.2p2.(4P).3s""","=""5P""","=""1""",3,"=""""","=""181.778""","=""""","=""""","="""""
"=""2s.2p2.(4P).3s""","=""5P""","=""2""",5,"=""""","=""181.984""","=""""","=""""","="""""
"=""2s.2p2.(4P).3s""","=""5P""","=""3""",7,"=""""","=""182.258""","=""""","=""""","="""""
