Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""4p6.5s""","=""2S""","=""1/2""",2,"=""""","=""0.000000""","=""""","=""0""","=""L3465"""
"=""4p6.4d""","=""2D""","=""3/2""",4,"=""""","=""1.8047016""","=""""","=""0.0000012""","=""L3465"""
"=""4p6.4d""","=""2D""","=""5/2""",6,"=""""","=""1.8394593""","=""""","=""0.0000012""","=""L3465"""
"=""4p6.5p""","=""2P*""","=""1/2""",2,"=""""","=""2.9403088""","=""""","=""0.0000012""","=""L3465"""
"=""4p6.5p""","=""2P*""","=""3/2""",4,"=""""","=""3.0396772""","=""""","=""0.0000012""","=""L3465"""
"=""4p6.6s""","=""2S""","=""1/2""",2,"=""""","=""5.9185754""","=""""","=""0.0000012""","=""L3465"""
"=""4p6.5d""","=""2D""","=""3/2""",4,"=""""","=""6.6066604""","=""""","=""0.0000012""","=""L3465"""
"=""4p6.5d""","=""2D""","=""5/2""",6,"=""""","=""6.6174049""","=""""","=""0.0000012""","=""L3465"""
"=""4p6.6p""","=""2P*""","=""1/2""",2,"=""""","=""6.91456""","=""""","=""0.00004""","=""L3465"""
"=""4p6.6p""","=""2P*""","=""3/2""",4,"=""""","=""6.95029""","=""""","=""0.00004""","=""L3465"""
"=""4p6.4f""","=""2F*""","=""7/2""",8,"=""""","=""7.561801""","=""""","=""0.000012""","=""L9487"""
"=""4p6.4f""","=""2F*""","=""5/2""",6,"=""""","=""7.561962""","=""""","=""0.000012""","=""L9487"""
"=""4p6.7s""","=""2S""","=""1/2""",2,"=""""","=""8.0545219""","=""""","=""0.0000025""","=""L3465"""
"=""4p6.6d""","=""2D""","=""3/2""",4,"=""""","=""8.3717689""","=""""","=""0.0000025""","=""L3465"""
"=""4p6.6d""","=""2D""","=""5/2""",6,"=""""","=""8.3767630""","=""""","=""0.0000025""","=""L3465"""
"=""4p6.7p""","=""2P*""","=""1/2""",2,"=""""","=""8.515153""","=""""","=""0.000025""","=""L13983"""
"=""4p6.7p""","=""2P*""","=""3/2""",4,"=""""","=""8.532235""","=""""","=""0.000025""","=""L13983"""
"=""4p6.5f""","=""2F*""","=""5/2""",6,"=""""","=""8.811036""","=""""","=""0.000012""","=""L3465"""
"=""4p6.5f""","=""2F*""","=""7/2""",8,"=""""","=""8.811036""","=""""","=""0.000012""","=""L3465"""
"=""4p6.5g""","=""2G""","=""7/2""",8,"=""""","=""8.847240""","=""""","=""0.000012""","=""L3465"""
"=""4p6.5g""","=""2G""","=""9/2""",10,"=""""","=""8.847240""","=""""","=""0.000012""","=""L3465"""
"=""4p6.8s""","=""2S""","=""1/2""",2,"=""""","=""9.080243""","=""""","=""0.000012""","=""L3465"""
"=""4p6.7d""","=""2D""","=""3/2""",4,"=""""","=""9.251862""","=""""","=""0.000012""","=""L3465"""
"=""4p6.7d""","=""2D""","=""5/2""",6,"=""""","=""9.254565""","=""""","=""0.000012""","=""L3465"""
"=""4p6.8p""","=""2P*""","=""1/2""",2,"=""""","=""""","=""""","=""""","="""""
"=""4p6.8p""","=""2P*""","=""3/2""",4,"=""""","=""9.337473""","=""""","=""0.000012""","=""L3465"""
"=""4p6.6f""","=""2F*""","=""5/2""",6,"=""""","=""9.491412""","=""""","=""0.000012""","=""L3465"""
"=""4p6.6f""","=""2F*""","=""7/2""",8,"=""""","=""9.491412""","=""""","=""0.000012""","=""L3465"""
"=""4p6.6g""","=""2G""","=""9/2""",10,"=""""","=""9.514262""","=""""","=""0.000012""","=""L3465"""
"=""4p6.6g""","=""2G""","=""7/2""",8,"=""""","=""9.514262""","=""""","=""0.000012""","=""L3465"""
"=""4p6.9s""","=""2S""","=""1/2""",2,"=""""","=""9.653112""","=""""","=""0.000012""","=""L3465"""
"=""4p6.8d""","=""2D""","=""3/2""",4,"=""""","=""9.756168""","=""""","=""0.000012""","=""L3465"""
"=""4p6.8d""","=""2D""","=""5/2""",6,"=""""","=""9.757854""","=""""","=""0.000012""","=""L3465"""
"=""4p6.7f""","=""2F*""","=""7/2""",8,"=""""","=""9.901539""","=""""","=""0.000025""","=""L3465"""
"=""4p6.7f""","=""2F*""","=""5/2""",6,"=""""","=""9.901539""","=""""","=""0.000025""","=""L3465"""
"=""4p6.7g""","=""2G""","=""9/2""",10,"=""""","=""9.916789""","=""""","=""0.000012""","=""L3465"""
"=""4p6.7g""","=""2G""","=""7/2""",8,"=""""","=""9.916789""","=""""","=""0.000012""","=""L3465"""
"=""4p6.10s""","=""2S""","=""1/2""",2,"=""""","=""10.005748""","=""""","=""0.000012""","=""L3465"""
"=""4p6.9d""","=""2D""","=""3/2""",4,"=""""","=""10.072501""","=""""","=""0.000012""","=""L3465"""
"=""4p6.9d""","=""2D""","=""5/2""",6,"=""[""","=""10.073592""","=""]""","=""0.000012""","=""L3465"""
"=""4p6.8f""","=""2F*""","=""7/2""",8,"=""""","=""10.167436""","=""""","=""0.000025""","=""L3465"""
"=""4p6.8f""","=""2F*""","=""5/2""",6,"=""""","=""10.167436""","=""""","=""0.000025""","=""L3465"""
"=""4p6.8g""","=""2G""","=""9/2""",10,"=""""","=""10.177912""","=""""","=""0.000012""","=""L3465"""
"=""4p6.8g""","=""2G""","=""7/2""",8,"=""""","=""10.177912""","=""""","=""0.000012""","=""L3465"""
"=""4p6.11s""","=""2S""","=""1/2""",2,"=""""","=""10.238132""","=""""","=""0.000025""","=""L3465"""
"=""4p6.10d""","=""2D""","=""5/2""",6,"=""""","=""10.28468""","=""""","=""0.00004""","=""L3465"""
"=""4p6.10d""","=""2D""","=""3/2""",4,"=""""","=""10.28497""","=""""","=""0.00004""","=""L3465"""
"=""4p6.9f""","=""2F*""","=""7/2""",8,"=""""","=""10.349296""","=""""","=""0.000025""","=""L3465"""
"=""4p6.9f""","=""2F*""","=""5/2""",6,"=""""","=""10.349296""","=""""","=""0.000025""","=""L3465"""
"=""4p6.9g""","=""2G""","=""9/2""",10,"=""[""","=""10.35687""","=""]""","=""0.00004""","=""L3465"""
"=""4p6.9g""","=""2G""","=""7/2""",8,"=""[""","=""10.35687""","=""]""","=""0.00004""","=""L3465"""
