obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""27.10726""","=""1g""","=""""",,"=""0.000000""","=""45.73837""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s.3p.(3P*).5p""","=""2D""","=""3/2""",2,4,,"=""""","=""u24""",
"=""27.1335""","=""27.13325""","=""3g""","=""""",,"=""0.117962""","=""45.81252""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s.3p.(3P*).5p""","=""2D""","=""5/2""",4,6,,"=""""","=""u24""",
"=""27.3532""","=""27.35339""","=""1g""","=""""",,"=""0.000000""","=""45.32681""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s.3p.(3P*).5p""","=""2P""","=""3/2""",2,4,,"=""""","=""u24""",
"=""27.3804""","=""27.37903""","=""1g""","=""""",,"=""0.000000""","=""45.28437""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s.3p.(3P*).5p""","=""2P""","=""1/2""",2,2,,"=""""","=""u24""",
"=""27.4249""","=""27.42476""","=""2g""","=""""",,"=""0.117962""","=""45.32681""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s.3p.(3P*).5p""","=""2P""","=""3/2""",4,4,,"=""""","=""u24""",
"=""27.4522""","=""27.45053""","=""1g""","=""""",,"=""0.117962""","=""45.28437""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s.3p.(3P*).5p""","=""2P""","=""1/2""",4,2,,"=""""","=""u24""",
"=""29.0845""","=""29.08446""","=""1g""","=""""",,"=""0.000000""","=""42.62902""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s.3p.(1P*).4p""","=""2S""","=""1/2""",2,2,,"=""""","=""u24""",
"=""29.1656""","=""29.16517""","=""1g""","=""""",,"=""0.117962""","=""42.62902""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s.3p.(1P*).4p""","=""2S""","=""1/2""",4,2,,"=""""","=""u24""",
"=""29.4125""","=""29.41172""","=""1g""","=""""",,"=""0.000000""","=""42.15469""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s.3p.(1P*).4p""","=""2P""","=""3/2""",2,4,,"=""""","=""u24""",
"=""29.4286""","=""29.42789""","=""1g""","=""""",,"=""0.000000""","=""42.13153""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s.3p.(1P*).4p""","=""2P""","=""1/2""",2,2,,"=""""","=""u24""",
"=""29.5921""","=""29.59178""","=""1g""","=""""",,"=""0.117962""","=""42.01615""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s.3p.(1P*).4p""","=""2D""","=""3/2""",4,4,,"=""""","=""u24""",
"=""30.0327""","=""30.03313""","=""2g""","=""""",,"=""0.000000""","=""41.28247""","=""3s2.3p""","=""2P*""","=""1/2""","=""3s2.7s""","=""2S""","=""1/2""",2,2,,"=""""","=""u24""",
"=""30.1187""","=""30.11920""","=""3g""","=""""",,"=""0.117962""","=""41.28247""","=""3s2.3p""","=""2P*""","=""3/2""","=""3s2.7s""","=""2S""","=""1/2""",4,2,,"=""""","=""u24""",
