obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""20.42""","=""20.408""","=""0.021""","=""4*""","=""""",,"=""0.0000000""","=""60.75?""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(4S*).7d""","=""3D*""","=""3""",5,7,,"=""""","=""L11606""",
"=""20.42""","=""20.435""","=""0.021""","=""4*""","=""""",,"=""0.0797065""","=""60.75?""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(4S*).7d""","=""3D*""","=""2""",3,5,,"=""""","=""L11606""",
"=""20.42""","=""20.447""","=""0.021""","=""4*""","=""""",,"=""0.1141337""","=""60.75?""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p3.(4S*).7d""","=""3D*""","=""1""",1,3,,"=""""","=""L11606""",
"=""20.45""","=""20.45""","=""0.03""","=""12*""","=""""",,"=""0.0000000""","=""60.63?""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""3S*""","=""1""",5,3,,"=""""","=""L11606""",
"=""20.45""","=""20.450""","=""0.021""","=""12*""","=""""",,"=""0.0000000""","=""60.63""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""3P*""","=""2""",5,5,,"=""""","=""L11606""",
"=""20.48""","=""20.477""","=""0.021""","=""4*""","=""""",,"=""0.0797065""","=""60.63""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*).4d""","=""3P*""","=""2""",3,5,,"=""""","=""L11606""",
"=""20.48""","=""20.48""","=""0.03""","=""4*""","=""""",,"=""0.0797065""","=""60.63?""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*).4d""","=""3S*""","=""1""",3,3,,"=""""","=""L11606""",
"=""20.48""","=""20.488""","=""0.021""","=""4*""","=""""",,"=""0.1141337""","=""60.63""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p3.(2D*).4d""","=""3P*""","=""1""",1,3,,"=""""","=""L11606""",
"=""20.48""","=""20.49""","=""0.03""","=""4*""","=""""",,"=""0.0000000""","=""60.52""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""3""",5,7,,"=""""","=""L11606""",
"=""20.53""","=""20.51""","=""0.03""","=""6*""","=""""",,"=""0.0797065""","=""60.52""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2D*).4d""","=""3D*""","=""2""",3,5,,"=""""","=""L11606""",
