obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""7.4321""","=""300g""","=""""",,"=""0.00000""","=""166.822?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""5/2""",4,6,,"=""""","=""L7482""",
"=""""","=""7.4574""","=""""","=""3.69e+09""",D,"=""0.00000""","=""166.257?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s.2p3.(5S*).4p""","=""4P""","=""5/2""",4,6,,"=""c6,LS""","=""""",
"=""""","=""7.4574""","=""""","=""3.69e+09""",D,"=""0.00000""","=""166.257?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s.2p3.(5S*).4p""","=""4P""","=""3/2""",4,4,,"=""c6,LS""","=""""",
"=""""","=""7.4574""","=""""","=""3.69e+09""",D,"=""0.00000""","=""166.257?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s.2p3.(5S*).4p""","=""4P""","=""1/2""",4,2,,"=""c6,LS""","=""""",
"=""""","=""7.5248""","=""""","=""3.06e+10""",D+,"=""6.8633""","=""171.630""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).5d?""","=""2D?""","=""5/2""",6,6,,"=""c6,LS""","=""""",
"=""""","=""7.5248""","=""""","=""3.29e+09""",E,"=""6.8633""","=""171.630""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).5d?""","=""2D?""","=""3/2""",6,4,,"=""c6,LS""","=""""",
"=""""","=""7.5249""","=""""","=""2.19e+09""",E,"=""6.86535""","=""171.630""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).5d?""","=""2D?""","=""5/2""",4,6,,"=""c6,LS""","=""""",
"=""""","=""7.5249""","=""""","=""2.96e+10""",D,"=""6.86535""","=""171.630""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).5d?""","=""2D?""","=""3/2""",4,4,,"=""c6,LS""","=""""",
"=""""","=""7.5334""","=""""","=""1.82e+09""",E,"=""6.8633""","=""171.443?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).5d""","=""2F""","=""5/2""",6,6,,"=""c6,LS""","=""""",
"=""7.5334""","=""7.5334""","=""100""","=""2.73e+10""",D+,"=""6.8633""","=""171.443?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).5d""","=""2F""","=""7/2""",6,8,,"=""c6,LS""","=""L7482""",
"=""""","=""7.5335""","=""""","=""2.55e+10""",D+,"=""6.86535""","=""171.443?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).5d""","=""2F""","=""5/2""",4,6,,"=""c6,LS""","=""""",
"=""7.5834""","=""7.5834""","=""200g""","=""1.01e+10""",D,"=""0.00000""","=""163.494?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",4,6,,"=""c6,LS""","=""L7482""",
"=""7.5890""","=""7.5890""","=""10g""","=""1.01e+10""",D,"=""0.00000""","=""163.374?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",4,4,,"=""c6,LS""","=""L7482""",
"=""""","=""7.6901""","=""""","=""7.67e+09""",E,"=""10.40475""","=""171.630""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).5d?""","=""2D?""","=""3/2""",2,4,,"=""c6,LS""","=""""",
"=""""","=""7.6908""","=""""","=""1.53e+09""",E,"=""10.41819""","=""171.630""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).5d?""","=""2D?""","=""3/2""",4,4,,"=""c6,LS""","=""""",
"=""""","=""7.6908""","=""""","=""9.25e+09""",D,"=""10.41819""","=""171.630""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).5d?""","=""2D?""","=""5/2""",4,6,,"=""c6,LS""","=""""",
"=""7.7405""","=""7.7405""","=""200""","=""4.58e+10""",C,"=""6.8633""","=""167.039?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""7/2""",6,8,,"=""c6,LS""","=""L7482""",
"=""""","=""7.7510""","=""""","=""3.03e+09""",E,"=""6.8633""","=""166.822?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""5/2""",6,6,,"=""c6,LS""","=""""",
"=""7.7511""","=""7.7511""","=""100""","=""4.25e+10""",D+,"=""6.86535""","=""166.822?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""5/2""",4,6,,"=""c6,LS""","=""L7482""",
"=""7.7639""","=""7.7621""","=""10g""","=""""",,"=""0.00000""","=""159.730?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""5/2""",4,6,,"=""""","=""L7482""",
"=""""","=""7.8238""","=""""","=""2.48e+07""",E,"=""6.8633""","=""165.333?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1S).4d""","=""2D""","=""3/2""",6,4,,"=""c6,LS""","=""""",
"=""7.8239""","=""7.8238""","=""10""","=""2.31e+08""",D,"=""6.8633""","=""165.333?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1S).4d""","=""2D""","=""5/2""",6,6,,"=""c6,LS""","=""L7482""",
"=""""","=""7.8239""","=""""","=""1.66e+07""",E,"=""6.86535""","=""165.333?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1S).4d""","=""2D""","=""5/2""",4,6,,"=""c6,LS""","=""""",
"=""""","=""7.8239""","=""""","=""2.23e+08""",D,"=""6.86535""","=""165.333?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1S).4d""","=""2D""","=""3/2""",4,4,,"=""c6,LS""","=""""",
"=""7.9817""","=""7.9817""","=""200g""","=""7.73e+10""",D+,"=""0.00000""","=""155.336""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""1/2""",4,2,,"=""c6,LS""","=""L7482""",
"=""7.9830""","=""7.9830""","=""400g""","=""7.72e+10""",D+,"=""0.00000""","=""155.310""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",4,4,,"=""c6,LS""","=""L7482""",
"=""7.9857""","=""7.9857""","=""400g""","=""7.74e+10""",C,"=""0.00000""","=""155.258""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""",4,6,,"=""c6,LS""","=""L7482""",
"=""""","=""8.0027""","=""""","=""2.86e+10""",D,"=""10.40475""","=""165.333?""","=""2s2.2p3""","=""2P*""","=""1/2""","=""2s2.2p2.(1S).4d""","=""2D""","=""3/2""",2,4,,"=""c6,LS""","=""""",
"=""8.0032""","=""8.0032""","=""200g""","=""""",,"=""0.00000""","=""154.918?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""1/2""",4,2,,"=""""","=""L7482""",
"=""""","=""8.0034""","=""""","=""5.72e+09""",E,"=""10.41819""","=""165.333?""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(1S).4d""","=""2D""","=""3/2""",4,4,,"=""c6,LS""","=""""",
"=""""","=""8.0034""","=""""","=""3.43e+10""",D+,"=""10.41819""","=""165.333?""","=""2s2.2p3""","=""2P*""","=""3/2""","=""2s2.2p2.(1S).4d""","=""2D""","=""5/2""",4,6,,"=""c6,LS""","=""""",
"=""8.0075""","=""8.0075""","=""200g""","=""""",,"=""0.00000""","=""154.835?""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4D""","=""5/2""",4,6,,"=""""","=""L7482""",
"=""8.0563""","=""8.0571""","=""100""","=""""",,"=""6.86535""","=""160.748?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2S""","=""1/2""",4,2,,"=""""","=""L7482""",
"=""8.0724""","=""8.0724""","=""10""","=""2.50e+10""",D,"=""6.8633""","=""160.454?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2P""","=""3/2""",6,4,,"=""c6,LS""","=""L7482""",
"=""""","=""8.0725""","=""""","=""2.78e+09""",E,"=""6.86535""","=""160.454?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2P""","=""3/2""",4,4,,"=""c6,LS""","=""""",
"=""""","=""8.0725""","=""""","=""2.78e+10""",D,"=""6.86535""","=""160.454?""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2P""","=""1/2""",4,2,,"=""c6,LS""","=""""",
"=""""","=""8.0930""","=""""","=""5.87e+09""",E,"=""6.8633""","=""160.062""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""3/2""",6,4,,"=""c6,LS""","=""""",
"=""8.0930""","=""8.0930""","=""200""","=""5.48e+10""",C,"=""6.8633""","=""160.062""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""5/2""",6,6,,"=""c6,LS""","=""L7482""",
"=""""","=""8.0931""","=""""","=""3.91e+09""",E,"=""6.86535""","=""160.062""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""5/2""",4,6,,"=""c6,LS""","=""""",
"=""""","=""8.0931""","=""""","=""5.29e+10""",D+,"=""6.86535""","=""160.062""","=""2s2.2p3""","=""2D*""","=""3/2""","=""2s2.2p2.(1D).4d""","=""2D""","=""3/2""",4,4,,"=""c6,LS""","=""""",
"=""""","=""8.1106""","=""""","=""5.74e+09""",D,"=""6.8633""","=""159.730?""","=""2s2.2p3""","=""2D*""","=""5/2""","=""2s2.2p2.(1D).4d""","=""2F""","=""5/2""",6,6,,"=""c6,LS""","=""""",
