obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""170.4320""","=""0.0002""","=""170.431908""","=""0.000006""","=""4""","=""""",,"=""0.0000000""","=""7.27470577""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.4s.(4D).5p""","=""5P*""","=""3""",9,7,,"=""""","=""L11631c80""",
"=""170.4845""","=""0.0003""","=""170.484988""","=""0.000009""","=""1bl""","=""""",,"=""0.08728574""","=""7.3597266""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.4s.(4D).5p""","=""5P*""","=""1""",5,3,,"=""""","=""L11631c80""",
"=""170.9944""","=""0.00020""","=""170.994828""","=""0.000006""","=""1""","=""""",,"=""0.0000000""","=""7.25075723""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.4s.(4D).5p""","=""5F*""","=""4""",9,9,,"=""""","=""L11631c80""",
"=""171.0216""","=""0.00020""","=""171.021835""","=""0.000009""","=""1""","=""""",,"=""0.11011433""","=""7.3597266""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.4s.(4D).5p""","=""5P*""","=""1""",3,3,,"=""""","=""L11631c80""",
"=""171.2289""","=""0.00021""","=""171.229097""","=""0.000007""","=""3""","=""""",,"=""0.08728574""","=""7.32812275""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.4s.(4D).5p""","=""5P*""","=""2""",5,5,,"=""""","=""L11631c80""",
"=""171.2852""","=""0.00021""","=""171.285306""","=""0.000009""","=""0""","=""""",,"=""0.12126572""","=""7.3597266""","=""3d6.4s2""","=""a 5D""","=""0""","=""3d6.4s.(4D).5p""","=""5P*""","=""1""",1,3,,"=""""","=""L11631c80""",
"=""171.6486""","=""0.00021""","=""171.648696""","=""0.000007""","=""4""","=""""",,"=""0.05156912""","=""7.27470577""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.4s.(4D).5p""","=""5P*""","=""3""",7,7,,"=""""","=""L11631c80""",
"=""171.7703""","=""0.00021""","=""171.770648""","=""0.000007""","=""1""","=""""",,"=""0.11011433""","=""7.32812275""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.4s.(4D).5p""","=""5P*""","=""2""",3,5,,"=""""","=""L11631c80""",
"=""171.8148""","=""0.00021""","=""171.815080""","=""0.000007""","=""2""","=""""",,"=""0.08728574""","=""7.30342758""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.4s.(4D).5p""","=""5F*""","=""2""",5,5,,"=""""","=""L11631c80""",
"=""171.9777""","=""0.00021""","=""171.977897""","=""0.000006""","=""6""","=""""",,"=""0.0000000""","=""7.20931005""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.4s.(4D).5p""","=""5F*""","=""5""",9,11,,"=""""","=""L11631c80""",
"=""172.1484""","=""0.00021""","=""172.148536""","=""0.000007""","=""1""","=""""",,"=""0.11011433""","=""7.31227831""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.4s.(4D).5p""","=""5F*""","=""1""",3,3,,"=""""","=""L11631c80""",
"=""172.2195""","=""0.0003""","=""172.219696""","=""0.000007""","=""4bl""","=""""",,"=""0.05156912""","=""7.25075723""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.4s.(4D).5p""","=""5F*""","=""4""",7,9,,"=""""","=""L11631c80""",
"=""172.2542""","=""0.00021""","=""172.254544""","=""0.000007""","=""3""","=""""",,"=""0.08728574""","=""7.28501741""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.4s.(4D).5p""","=""5F*""","=""3""",5,7,,"=""""","=""L11631c80""",
"=""172.3141""","=""0.00021""","=""172.314249""","=""0.000003""","=""4""","=""""",,"=""0.0000000""","=""7.19523772""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.4s.(4D).5p""","=""5D*""","=""3""",9,7,,"=""""","=""L11631c80""",
"=""172.5011""","=""0.00021""","=""172.501674""","=""0.000007""","=""0d?""","=""""",,"=""0.08728574""","=""7.27470577""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.4s.(4D).5p""","=""5P*""","=""3""",5,7,,"=""""","=""L11631c80""",
"=""172.6678""","=""0.00021""","=""172.667928""","=""0.000007""","=""3""","=""""",,"=""0.05156912""","=""7.23206872""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.4s.(4D).5p""","=""5D*""","=""2""",7,5,,"=""""","=""L11631c80""",
"=""172.9616""","=""0.0009""","=""172.96251""","=""0.00003""","=""1bl""","=""""",,"=""0.08728574""","=""7.2555557""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.4s.(4D).5p""","=""5D*""","=""1""",5,3,,"=""""","=""L11631c80""",
"=""173.1184""","=""0.00021""","=""173.118733""","=""0.000006""","=""6""","=""""",,"=""0.0000000""","=""7.16180142""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.4s.(4D).5p""","=""5D*""","=""4""",9,9,,"=""""","=""L11631c80""",
"=""173.5576""","=""0.00021""","=""173.558161""","=""0.000004""","=""2""","=""""",,"=""0.05156912""","=""7.19523772""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.4s.(4D).5p""","=""5D*""","=""3""",7,7,,"=""""","=""L11631c80""",
"=""175.7829""","=""0.00022""","=""175.782690""","=""0.000006""","=""3""","=""""",,"=""0.0000000""","=""7.05326553""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.4s.(6D).6p""","=""7P*""","=""3""",9,7,,"=""""","=""L11631c80""",
"=""175.8355""","=""0.00022""","=""175.835476""","=""0.000009""","=""1""","=""""",,"=""0.0000000""","=""7.0511481""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.4s.(6D).6p""","=""5P*""","=""3""",9,7,,"=""""","=""L11631c80""",
"=""175.8443""","=""0.00022""","=""175.844254""","=""0.000007""","=""0""","=""""",,"=""0.08728574""","=""7.13808188""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.4s.(6D).6p""","=""5F*""","=""2""",5,5,,"=""""","=""L11631c80""",
"=""175.8914""","=""0.00022""","=""175.891161""","=""0.000010""","=""0""","=""""",,"=""0.11011433""","=""7.1590301""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.4s.(6D).6p""","=""5P*""","=""1""",3,3,,"=""""","=""L11631c80""",
"=""176.1700""","=""0.00022""","=""176.169862""","=""0.000010""","=""0""","=""""",,"=""0.12126572""","=""7.1590301""","=""3d6.4s2""","=""a 5D""","=""0""","=""3d6.4s.(6D).6p""","=""5P*""","=""1""",1,3,,"=""""","=""L11631c80""",
"=""176.2037""","=""0.0003""","=""176.203387""","=""0.000007""","=""1bl""","=""""",,"=""0.05156912""","=""7.08799449""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.4s.(6D).6p""","=""5D*""","=""3""",7,7,,"=""""","=""L11631c80""",
"=""176.2666""","=""0.00022""","=""176.266321""","=""0.000006""","=""3""","=""""",,"=""0.0000000""","=""7.03391308""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.4s.(6D).6p""","=""5D*""","=""4""",9,9,,"=""""","=""L11631c80""",
"=""176.2910""","=""0.00022""","=""176.290696""","=""0.000004""","=""0""","=""""",,"=""0.05156912""","=""7.08450967""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.4s.(6D).6p""","=""7F*""","=""2""",7,5,,"=""""","=""L11631c80""",
"=""176.3304""","=""0.0003""","=""176.330302""","=""0.000004""","=""3bl""","=""""",,"=""0.08728574""","=""7.11864661""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.4s.(6D).6p""","=""5D*""","=""2""",5,5,,"=""""","=""L11631c80""",
"=""176.3444""","=""0.00022""","=""176.344189""","=""0.000006""","=""1""","=""""",,"=""0.0000000""","=""7.03080715""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.4s.(6D).6p""","=""5F*""","=""5""",9,11,,"=""""","=""L11631c80""",
"=""176.4156""","=""0.00022""","=""176.415440""","=""0.000007""","=""1""","=""""",,"=""0.11011433""","=""7.13808188""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.4s.(6D).6p""","=""5F*""","=""2""",3,5,,"=""""","=""L11631c80""",
