Initial State,Final State,Partial Lifetime /s,Delta Energy /eV
S 1D;v=3s2.3p4,S 3P;v=3s2.3p4,36.285,-1.14541523209926
S 1S;v=3s2.3p4,S 1D;v=3s2.3p4,0.72464,-1.6044908520369598
S 1S;v=3s2.3p4,S 3P;v=3s2.3p4,3.3017,-2.74990608413622
S 5So;v=3s2.3p3(4So)4s,S 3P;v=3s2.3p4,1.0834e-05,-6.52434435568758
S 3So;v=3s2.3p3(4So)4s,S 3P;v=3s2.3p4,1.8037e-09,-6.85998663481173
S 5P;v=3s2.3p3(4So)4p,S 5So;v=3s2.3p3(4So)4s,3.6101e-08,-1.34178803406511
S 3P;v=3s2.3p3(4So)4p,S 3So;v=3s2.3p3(4So)4s,4.5872e-08,-1.185335983227799
S 3Do;v=3s2.3p3(2Do)4s,S 3P;v=3s2.3p4,5.2277e-09,-8.40796803265173
S 3Do;v=3s2.3p3(2Do)4s,S 1D;v=3s2.3p4,2.0161e-06,-7.26255280055247
S 5Do;v=3s2.3p3(4So)3d,S 5P;v=3s2.3p3(4So)4p,2.6738e-07,-0.5502415776377392
S 5Do;v=3s2.3p3(4So)3d,S 3P;v=3s2.3p4,4.3104e-07,-8.41637396739043
S 1Do;v=3s2.3p3(2Do)4s,S 1D;v=3s2.3p4,2.1834e-09,-7.438792272987069
S 1Do;v=3s2.3p3(2Do)4s,S 3P;v=3s2.3p4,3.861e-07,-8.58420750508633
S 3Do;v=3s2.3p3(4So)3d,S 3P;v=3s2.3p4,2.6774e-09,-8.69910101131578
S 3Do;v=3s2.3p3(4So)3d,S 3P;v=3s2.3p3(4So)4p,1.3301e-07,-0.6537783932762498
S 3Do;v=3s2.3p3(4So)3d,S 1D;v=3s2.3p4,1.3928e-06,-7.553685779216519
S 5So;v=3s2.3p3(4So)5s,S 5P;v=3s2.3p3(4So)4p,4.7664e-08,-0.8996953778517307
S 3So;v=3s2.3p3(4So)5s,S 3P;v=3s2.3p4,7.5472e-09,-8.84624206364458
S 3So;v=3s2.3p3(4So)5s,S 3P;v=3s2.3p3(4So)4p,5.6721e-08,-0.8009194456050501
S 3Po;v=3s.3p5,S 3P;v=3s2.3p4,8e-07,-8.99752409267357
S 5P;v=3s2.3p3(4So)5p,S 5So;v=3s2.3p3(4So)5s,2.7778e-07,-0.39779412402844905
S 5P;v=3s2.3p3(4So)5p,S 5So;v=3s2.3p3(4So)4s,1.2484e-06,-2.63927753594529
S 3P;v=3s2.3p3(4So)5p,S 3So;v=3s2.3p3(4So)5s,3.3898e-07,-0.36206270232205107
S 3P;v=3s2.3p3(4So)5p,S 3Do;v=3s2.3p3(4So)3d,4.329e-07,-0.5092037546508514
S 3P;v=3s2.3p3(4So)5p,S 3So;v=3s2.3p3(4So)4s,2.3095e-06,-2.3483181311549
S 5Do;v=3s2.3p3(4So)4d,S 5P;v=3s2.3p3(4So)4p,9.0909e-08,-1.4295668216020205
S 5Do;v=3s2.3p3(4So)4d,S 5P;v=3s2.3p3(4So)5p,4.0486e-06,-0.13207731972184078
S 3Do;v=3s2.3p3(4So)4d,S 3P;v=3s2.3p4,1.2381e-08,-9.41661821062694
S 3Do;v=3s2.3p3(4So)4d,S 3P;v=3s2.3p3(4So)4p,4.5897e-07,-1.3712955925874102
S 3Do;v=3s2.3p3(4So)4d,S 3P;v=3s2.3p3(4So)5p,9.2499e-07,-0.208313444660309
S 3Do;v=3s2.3p3(4So)4d,S 1D;v=3s2.3p4,6.579e-05,-8.271202978527679
S 5F;v=3s2.3p3(4So)4f,S 5Do;v=3s2.3p3(4So)3d,6.0716e-08,-1.0873907259479303
S 5F;v=3s2.3p3(4So)4f,S 5Do;v=3s2.3p3(4So)4d,9.3694e-07,-0.20806548198364894
S 3F;v=3s2.3p3(4So)4f,S 3Do;v=3s2.3p3(4So)3d,6.2692e-08,-0.8048620521639016
S 3F;v=3s2.3p3(4So)4f,S 3Do;v=3s2.3p3(4So)4d,1.2492e-05,-0.08734485285274118
S 3Po;v=3s2.3p3(2Po)4s,S 3P;v=3s2.3p4,2.0704e-09,-9.56336252267309
S 3Po;v=3s2.3p3(2Po)4s,S 1D;v=3s2.3p4,4.0161e-07,-8.41794729057383
