State,Lifetime /s,Energy /eV
S 3P;v=3s2.3p4,,0.0
S 1D;v=3s2.3p4,36.2852,1.14541523209926
S 1S;v=3s2.3p4,0.594223,2.74990608413622
S 5So;v=3s2.3p3(4So)4s,1.08342e-05,6.52434435568758
S 3So;v=3s2.3p3(4So)4s,1.80375e-09,6.85998663481173
S 5P;v=3s2.3p3(4So)4p,3.61011e-08,7.86613238975269
S 3P;v=3s2.3p3(4So)4p,4.58716e-08,8.04532261803953
S 3Do;v=3s2.3p3(2Do)4s,5.21414e-09,8.40796803265173
S 5Do;v=3s2.3p3(4So)3d,1.65017e-07,8.41637396739043
S 1Do;v=3s2.3p3(2Do)4s,2.17113e-09,8.58420750508633
S 3Do;v=3s2.3p3(4So)3d,2.61961e-09,8.69910101131578
S 5So;v=3s2.3p3(4So)5s,4.76644e-08,8.76582776760442
S 3So;v=3s2.3p3(4So)5s,6.66089e-09,8.84624206364458
S 3Po;v=3s.3p5,8e-07,8.99752409267357
S 5P;v=3s2.3p3(4So)5p,2.27221e-07,9.16362189163287
S 3P;v=3s2.3p3(4So)5p,1.75654e-07,9.20830476596663
S 5Do;v=3s2.3p3(4So)4d,8.89126e-08,9.29569921135471
S 3Do;v=3s2.3p3(4So)4d,1.18984e-08,9.41661821062694
S 5F;v=3s2.3p3(4So)4f,5.70213e-08,9.50376469333836
S 3F;v=3s2.3p3(4So)4f,6.23789e-08,9.50396306347968
S 3Po;v=3s2.3p3(2Po)4s,2.05977e-09,9.56336252267309
S 1P;v=3s2.3p3(2Do)4p,7.63359e-08,9.65255469746694
S 3D;v=3s2.3p3(2Do)4p,4.73485e-08,9.68942674748597
S 5Do;v=3s2.3p3(4So)5d,1.10506e-07,9.70414333234562
S 1Po;v=3s2.3p3(2Po)4s,1.62338e-09,9.70630060763254
S 3F;v=3s2.3p3(2Do)4p,3.94496e-08,9.72136434023951
S 1F;v=3s2.3p3(2Do)4p,4.83092e-08,9.74988004805517
S 3Do;v=3s2.3p3(4So)5d,3.9249e-08,9.75640146645127
S 5F;v=3s2.3p3(4So)5f,1.16817e-07,9.8122302631008
S 3F;v=3s2.3p3(4So)5f,1.15534e-07,9.81239143884063
S 3P;v=3s2.3p3(2Do)4p,5.74142e-08,9.84634992740893
S 1Po;v=3s2.3p3(2Do)3d,1.44928e-08,10.0968294252349
S 3So;v=3s2.3p3(4So)6s,,9.511928864
S 3So;v=3s2.3p3(4So)7s,,9.817505669
S 3P;v=3s2.3p3(4So)6p,,9.656972401
S 5P;v=3s2.3p3(4So)6p,,9.652038935
