label,energy_eV
S II (3p3 4S*<3/2>),10.3600167
S II (3p3 2D*<3/2>),12.201552
S II (3p3 2D*<5/2>),12.205491
S II (3p3 2P*<1/2>),13.400713
S II (3p3 2P*<3/2>),13.406502
