obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""92.898""","=""0.011""","=""92.898""","=""0.011""","=""1000g,a""","=""""",,"=""0.00000000""","=""13.3463""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).16d""","=""3P*+3D*""","=""""",4,24,,"=""""","=""L6772""",
"=""92.951""","=""0.011""","=""92.951""","=""0.011""","=""1000g,a""","=""""",,"=""0.00000000""","=""13.3387""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).15d""","=""3P*+3D*""","=""""",4,24,,"=""""","=""L6772""",
"=""93.012""","=""0.011""","=""93.012""","=""0.011""","=""1000g,a""","=""""",,"=""0.00000000""","=""13.3299""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).14d""","=""3P*+3D*""","=""""",4,24,,"=""""","=""L6772""",
"=""93.109""","=""0.011""","=""93.109""","=""0.011""","=""2000g,a""","=""""",,"=""0.00000000""","=""13.3160""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).13d""","=""3P*+3D*""","=""""",4,24,,"=""""","=""L6772""",
"=""93.208""","=""0.011""","=""93.208""","=""0.011""","=""2000g,a""","=""""",,"=""0.00000000""","=""13.3019""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).12d""","=""3P*+3D*""","=""""",4,24,,"=""""","=""L6772""",
"=""93.353""","=""0.011""","=""93.353""","=""0.015""","=""2000g,a*""","=""""",,"=""0.00000000""","=""13.2812u""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).11d""","=""3P*""","=""1""",4,2,,"=""""","=""L6772""",
"=""93.353""","=""0.011""","=""93.353""","=""0.012""","=""2000g,a*""","=""""",,"=""0.00000000""","=""13.2812u""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).11d""","=""3P*""","=""2""",4,4,,"=""""","=""L6772""",
"=""93.519""","=""0.011""","=""93.519""","=""0.021""","=""2500g,a*""","=""""",,"=""0.00000000""","=""13.258u""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).10d""","=""3P*""","=""1""",4,2,,"=""""","=""L6772""",
"=""93.519""","=""0.011""","=""93.519""","=""0.011""","=""2500g,a*""","=""""",,"=""0.00000000""","=""13.2576u""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).10d""","=""3P*""","=""2""",4,4,,"=""""","=""L6772""",
"=""93.796""","=""0.011""","=""93.796""","=""0.020""","=""3000g,a*""","=""""",,"=""0.00000000""","=""13.218u""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).9d""","=""3P*""","=""1""",4,2,,"=""""","=""L6772""",
"=""93.796""","=""0.011""","=""93.796""","=""0.011""","=""3000g,a*""","=""""",,"=""0.00000000""","=""13.2185u""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).9d""","=""3P*""","=""2""",4,4,,"=""""","=""L6772""",
"=""94.010""","=""0.020""","=""94.010""","=""0.021""","=""g,a,B*""","=""""",,"=""0.00000000""","=""13.188au""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).10s""","=""3P*""","=""1""",4,2,,"=""""","=""L6752""",
"=""94.010""","=""0.020""","=""94.010""","=""0.022""","=""g,a,B*""","=""""",,"=""0.00000000""","=""13.188au""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).10s""","=""3P*""","=""2""",4,4,,"=""""","=""L6752""",
"=""94.060""","=""0.020""","=""94.065""","=""0.008""","=""g,a,B*""","=""""",,"=""0.00000000""","=""13.1806au""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).8d""","=""3D*""","=""1""",4,2,,"=""""","=""L6752""",
"=""94.060""","=""0.020""","=""94.065""","=""0.004""","=""g,a,B*""","=""""",,"=""0.00000000""","=""13.1806au""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).8d""","=""3D*""","=""3""",4,6,,"=""""","=""L6752""",
"=""94.060""","=""0.020""","=""94.065""","=""0.008""","=""g,a,B*""","=""""",,"=""0.00000000""","=""13.1806au""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).8d""","=""3D*""","=""2""",4,4,,"=""""","=""L6752""",
"=""94.121""","=""0.011""","=""94.120""","=""0.010""","=""3000g,a*""","=""""",,"=""0.00000000""","=""13.1729u""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).8d""","=""3P*""","=""2""",4,4,,"=""""","=""L6772""",
"=""94.121""","=""0.011""","=""94.120""","=""0.009""","=""3000g,a*""","=""""",,"=""0.00000000""","=""13.1729u""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).8d""","=""3P*""","=""1""",4,2,,"=""""","=""L6772""",
"=""94.485""","=""0.011""","=""94.485""","=""0.012""","=""2500g,a*""","=""""",,"=""0.00000000""","=""13.1221au""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).9s""","=""3P*""","=""2""",4,4,,"=""""","=""L6772""",
"=""94.485""","=""0.011""","=""94.485""","=""0.013""","=""2500g,a*""","=""""",,"=""0.00000000""","=""13.1221au""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).9s""","=""3P*""","=""1""",4,2,,"=""""","=""L6772""",
"=""94.570""","=""0.020""","=""94.570""","=""0.024""","=""g,a,B*""","=""""",,"=""0.00000000""","=""13.110au""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).7d""","=""3D*""","=""3""",4,6,,"=""""","=""L6752""",
"=""94.570""","=""0.020""","=""94.57""","=""0.03""","=""g,a,B*""","=""""",,"=""0.00000000""","=""13.110au""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).7d""","=""3D*""","=""1""",4,2,,"=""""","=""L6752""",
