obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""8.609""","=""0.002""","=""8.6115""","=""0.0007""","=""10""","=""1.17e+10""",B,"=""0.000000""","=""143.975""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.6d""","=""2D""","=""3/2""",2,4,,"=""T7192c91,LS""","=""L9340""",
"=""8.619""","=""0.002""","=""8.6211""","=""0.0007""","=""13""","=""1.40e+10""",B,"=""0.162024""","=""143.977""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.6d""","=""2D""","=""5/2""",4,6,,"=""T7192c91,LS""","=""L9340""",
"=""""","=""""","=""8.6212""","=""0.0007""","=""""","=""2.3e+09""",C,"=""0.162024""","=""143.975""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.6d""","=""2D""","=""3/2""",4,4,,"=""T7192c91,LS""","=""""",
"=""8.906""","=""0.005""","=""8.906""","=""0.005""","=""22""","=""3.97e+10""",B,"=""12.5700""","=""151.78""","=""2s.2p2""","=""4P""","=""5/2""","=""2s.2p.(3P*).5d""","=""4D*""","=""7/2""",6,8,,"=""T7192c37,LS""","=""L9340""",
"=""8.910""","=""0.005""","=""8.9084""","=""0.0020""","=""22""","=""2.32e+10""",C,"=""0.162024""","=""139.34""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2D""","=""5/2""",4,6,,"=""T7192c37,LS""","=""L9340""",
"=""8.995""","=""0.005""","=""8.9978""","=""0.0004""","=""18""","=""2.30e+10""",B,"=""0.000000""","=""137.793""","=""2s2.2p""","=""2P*""","=""1/2""","=""2s2.5d""","=""2D""","=""3/2""",2,4,,"=""T7192c91,LS""","=""L9340""",
"=""9.006""","=""0.005""","=""9.0084""","=""0.0004""","=""24*""","=""2.8e+10""",B,"=""0.162024""","=""137.793""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""5/2""",4,6,,"=""T7192c91,LS""","=""L9340""",
"=""9.006""","=""0.005""","=""9.0084""","=""0.0004""","=""24*""","=""4.6e+09""",C,"=""0.162024""","=""137.793""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""3/2""",4,4,,"=""T7192c91,LS""","=""L9340""",
"=""9.537""","=""0.005""","=""9.537""","=""0.005""","=""13""","=""1.87e+10""",C,"=""22.19170""","=""152.19""","=""2s.2p2""","=""2D""","=""5/2""","=""2s.2p.(3P*).5d""","=""2F*""","=""7/2""",6,8,,"=""T7192c37,LS""","=""L9340""",
"=""""","=""""","=""9.544""","=""0.005""","=""""","=""1.25e+09""",D,"=""22.19170""","=""152.10""","=""2s.2p2""","=""2D""","=""5/2""","=""2s.2p.(3P*).5d""","=""2F*""","=""5/2""",6,6,,"=""T7192c37,LS""","=""""",
