Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""4d10.5s""","=""2S""","=""1/2""",2,"=""""","=""0.000000""","=""""","=""0""","=""L3466"""
"=""4d10.5p""","=""2P*""","=""1/2""",2,"=""""","=""5.472177""","=""""","=""""","="""""
"=""4d10.5p""","=""2P*""","=""3/2""",4,"=""""","=""5.779964""","=""""","=""""","="""""
"=""4d9.5s2""","=""2D""","=""5/2""",6,"=""""","=""8.587010""","=""""","=""""","="""""
"=""4d9.5s2""","=""2D""","=""3/2""",4,"=""""","=""9.285630""","=""""","=""""","="""""
"=""4d10.6s""","=""2S""","=""1/2""",2,"=""""","=""10.289530""","=""""","=""""","="""""
"=""4d10.5d""","=""2D""","=""3/2""",4,"=""""","=""11.120050""","=""""","=""""","="""""
"=""4d10.5d""","=""2D""","=""5/2""",6,"=""""","=""11.139209""","=""""","=""""","="""""
"=""4d10.6p""","=""2P*""","=""1/2""",2,"=""""","=""11.742594""","=""""","=""""","="""""
"=""4d10.6p""","=""2P*""","=""3/2""",4,"=""""","=""11.826063""","=""""","=""""","="""""
"=""4d9.5s.(3D).5p""","=""4P*""","=""5/2""",6,"=""""","=""13.165783""","=""""","=""""","="""""
"=""4d9.5s.(3D).5p""","=""4P*""","=""3/2""",4,"=""""","=""13.568937""","=""""","=""""","="""""
"=""4d9.5s.(3D).5p""","=""4P*""","=""1/2""",2,"=""""","=""13.910593""","=""""","=""""","="""""
"=""4d10.7s""","=""2S""","=""1/2""",2,"=""""","=""13.303614""","=""""","=""""","="""""
"=""4d10.4f""","=""2F*""","=""5/2""",6,"=""""","=""13.442301""","=""""","=""""","="""""
"=""4d10.4f""","=""2F*""","=""7/2""",8,"=""""","=""13.443908""","=""""","=""""","="""""
"=""4d9.5s.(3D).5p""","=""4F*""","=""9/2""",10,"=""""","=""""","=""""","=""""","="""""
"=""4d9.5s.(3D).5p""","=""4F*""","=""7/2""",8,"=""""","=""13.605632""","=""""","=""""","="""""
"=""4d9.5s.(3D).5p""","=""4F*""","=""5/2""",6,"=""""","=""13.659105""","=""""","=""""","="""""
"=""4d9.5s.(3D).5p""","=""4F*""","=""3/2""",4,"=""""","=""13.983581""","=""""","=""""","="""""
"=""4d10.6d""","=""2D""","=""3/2""",4,"=""""","=""13.659847""","=""""","=""""","="""""
"=""4d10.6d""","=""2D""","=""5/2""",6,"=""""","=""13.668960""","=""""","=""""","="""""
"=""4d10.7p""","=""2P*""","=""1/2""",2,"=""""","=""13.930996""","=""""","=""""","="""""
"=""4d10.7p""","=""2P*""","=""3/2""",4,"=""""","=""13.947031""","=""""","=""""","="""""
"=""4d9.5s.(3D).5p""","=""4D*""","=""7/2""",8,"=""""","=""14.232631""","=""?""","=""""","="""""
"=""4d9.5s.(3D).5p""","=""4D*""","=""5/2""",6,"=""""","=""14.252269""","=""""","=""""","="""""
"=""4d9.5s.(3D).5p""","=""4D*""","=""3/2""",4,"=""""","=""14.410151""","=""""","=""""","="""""
