obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""6.6772""","=""""","=""1.40e+11""",C,"=""0.0000""","=""185.682?""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).5d""","=""2D""","=""5/2""",4,6,,"=""T7089""","=""""",
"=""""","=""6.9204""","=""""","=""1.13e+10""",E,"=""0.0000""","=""179.158?""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4d""","=""2D?""","=""3/2""",4,4,,"=""u20,LS""","=""""",
"=""""","=""6.9236""","=""""","=""7.82e+10""",C,"=""0.0000""","=""179.075?""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4d""","=""2D?""","=""5/2""",4,6,,"=""T7089""","=""""",
"=""""","=""6.9448""","=""""","=""7.61e+10""",D+,"=""0.631""","=""179.158?""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).4d""","=""2D?""","=""3/2""",2,4,,"=""T7089""","=""""",
"=""""","=""7.1181""","=""""","=""6.63e+10""",D+,"=""0.0000""","=""174.182?""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2D""","=""5/2""",4,6,,"=""T7089""","=""""",
"=""""","=""7.1273""","=""""","=""7.20e+10""",D,"=""0.0000""","=""173.956""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""3/2?""",4,4,,"=""c66,LS""","=""""",
"=""""","=""7.1302""","=""""","=""2.19e+10""",D,"=""0.0000""","=""173.887""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""1/2""",4,2,,"=""T7089""","=""""",
"=""""","=""7.1533""","=""""","=""1.42e+10""",D,"=""0.631""","=""173.956""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""3/2?""",2,4,,"=""c66,LS""","=""""",
"=""""","=""7.1561""","=""""","=""3.56e+10""",D,"=""0.631""","=""173.887""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4d""","=""2P""","=""1/2""",2,2,,"=""T7089""","=""""",
"=""""","=""7.2896""","=""""","=""8.24e+09""",D,"=""0.0000""","=""170.084?""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).4s""","=""2D""","=""5/2""",4,6,,"=""T7089""","=""""",
"=""""","=""7.5194""","=""""","=""1.24e+10""",D,"=""0.0000""","=""164.89""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""",4,4,,"=""T7089""","=""""",
"=""""","=""7.5483""","=""""","=""2.11e+09""",E,"=""0.631""","=""164.89""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).4s""","=""2P""","=""3/2""",2,4,,"=""T7089""","=""""",
"=""""","=""7.7412""","=""""","=""7.74e+09""",D,"=""0.0000""","=""160.162""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1S).3d""","=""2D""","=""3/2""",4,4,,"=""c44""","=""""",
"=""""","=""7.7429""","=""""","=""5.05e+10""",C,"=""0.0000""","=""160.127""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1S).3d""","=""2D""","=""5/2""",4,6,,"=""c44""","=""""",
"=""""","=""7.7718""","=""""","=""5.57e+10""",C,"=""0.631""","=""160.162""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1S).3d""","=""2D""","=""3/2""",2,4,,"=""c44""","=""""",
"=""""","=""8.0395""","=""""","=""3.50e+10""",C,"=""0.0000""","=""154.219""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""",4,4,,"=""c44""","=""""",
"=""""","=""8.0449""","=""""","=""1.31e+11""",C+,"=""0.0000""","=""154.115""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""5/2""",4,6,,"=""c44""","=""""",
"=""""","=""8.0490""","=""""","=""6.85e+10""",C,"=""0.0000""","=""154.037""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""1/2""",4,2,,"=""c44""","=""""",
"=""""","=""8.05032""","=""""","=""3.52e+10""",C,"=""0.0000""","=""154.0114""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2F""","=""5/2""",4,6,,"=""c67,T6437""","=""""",
"=""""","=""8.0577""","=""""","=""2.74e+11""",C+,"=""0.0000""","=""153.871""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""3/2""",4,4,,"=""c44""","=""""",
"=""""","=""8.0698""","=""""","=""2.76e+11""",C+,"=""0.0000""","=""153.640""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(1D).3d""","=""2S""","=""1/2""",4,2,,"=""c44""","=""""",
"=""""","=""8.0725""","=""""","=""1.89e+11""",C+,"=""0.631""","=""154.219""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""",2,4,,"=""c44""","=""""",
"=""""","=""8.0821""","=""""","=""2.78e+11""",C+,"=""0.631""","=""154.037""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""1/2""",2,2,,"=""c44""","=""""",
"=""""","=""8.0909""","=""""","=""5.67e+10""",C,"=""0.631""","=""153.871""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2P""","=""3/2""",2,4,,"=""c44""","=""""",
"=""""","=""8.1031""","=""""","=""8.45e+10""",C,"=""0.631""","=""153.640""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(1D).3d""","=""2S""","=""1/2""",2,2,,"=""c44""","=""""",
"=""""","=""8.3005""","=""""","=""1.77e+10""",D+,"=""0.0000""","=""149.369""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""",4,4,,"=""c44""","=""""",
"=""""","=""8.3128""","=""""","=""2.34e+11""",C+,"=""0.0000""","=""149.148""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""",4,6,,"=""c44""","=""""",
"=""""","=""8.3257""","=""""","=""9.60e+10""",C,"=""0.0000""","=""148.92""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""",4,4,,"=""c44""","=""""",
"=""""","=""8.3284""","=""""","=""2.99e+10""",D+,"=""0.0000""","=""148.869""","=""2s2.2p5""","=""2P*""","=""3/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""1/2""",4,2,,"=""c44""","=""""",
"=""""","=""8.3358""","=""""","=""9.74e+10""",C,"=""0.631""","=""149.369""","=""2s2.2p5""","=""2P*""","=""1/2""","=""2s2.2p4.(3P).3d""","=""2P""","=""3/2""",2,4,,"=""c44""","=""""",
