obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""1.6936""","=""0.0003""","=""1.69302""","=""0.00003""","=""*""","=""""",,"=""13.91896""","=""(746.246)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2S""","=""1/2""",2,2,,"=""""","=""L22456,L2543c164,L3082c164""",
"=""1.6936""","=""0.0003""","=""1.69330""","=""0.00003""","=""*""","=""""",,"=""14.03975""","=""(746.246)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2S""","=""1/2""",4,2,,"=""""","=""L22456,L2543c164,L3082c164""",
"=""1.6965""","=""0.0003""","=""1.696998""","=""0.000010""","=""*""","=""""",,"=""0.00000""","=""(730.609)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L22456,L2543c164,L3082c164,L2714c164""",
"=""1.6965""","=""0.0003""","=""1.697033""","=""0.000012""","=""*""","=""""",,"=""0.00000""","=""(730.594)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L22456,L2543c164,L3082c164,L2714c164""",
"=""1.709250""","=""0.000007""","=""1.709250""","=""0.000007""","=""""","=""""",,"=""0.00000""","=""725.372""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L23119,L7418,L2543,L5145,L2670,L3082,L627""",
"=""1.709432""","=""0.000007""","=""1.709432""","=""0.000007""","=""""","=""""",,"=""0.00000""","=""725.295""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(3P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L23119,L7418,L2543,L5145,L2670,L3082,L627""",
"=""1.71177""","=""0.00008""","=""1.711423""","=""0.000008""","=""*""","=""""",,"=""13.91896""","=""(738.370)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2P""","=""3/2""",2,4,,"=""""","=""L22456,L7418c164,L5145c164,L2543c164,L3082c164,L2670c164,L627""",
"=""1.71177""","=""0.00008""","=""1.711709""","=""0.000008""","=""*""","=""""",,"=""14.03975""","=""(738.370)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2P""","=""3/2""",4,4,,"=""""","=""L22456,L7418c164,L5145c164,L2543c164,L3082c164,L2670c164,L627""",
"=""1.71177""","=""0.00008""","=""1.711719""","=""0.000008""","=""*""","=""""",,"=""13.91896""","=""(738.244)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2P""","=""1/2""",2,2,,"=""""","=""L22456,L7418c164,L5145c164,L2543c164,L3082c164,L2670c164,L627""",
"=""1.71177""","=""0.00008""","=""1.712005""","=""0.000008""","=""*""","=""""",,"=""14.03975""","=""(738.244)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2P""","=""1/2""",4,2,,"=""""","=""L22456,L7418c164,L5145c164,L2543c164,L3082c164,L2670c164,L627""",
