Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Reference
"=""2s2.2p4""","=""3P""","=""2""",5,"=""""","=""0.0000""","=""""","=""0""","=""L8473"""
"=""2s2.2p4""","=""3P""","=""1""",3,"=""""","=""1.3449""","=""""","=""""","="""""
"=""2s2.2p4""","=""3P""","=""0""",1,"=""""","=""1.7515""","=""""","=""""","="""""
"=""2s2.2p4""","=""1D""","=""2""",5,"=""""","=""8.0319""","=""""","=""""","="""""
"=""2s2.2p4""","=""1S""","=""0""",1,"=""""","=""16.7634""","=""""","=""""","="""""
"=""2s.2p5""","=""3P*""","=""2""",5,"=""""","=""60.3672""","=""""","=""""","="""""
"=""2s.2p5""","=""3P*""","=""1""",3,"=""""","=""61.5304""","=""""","=""""","="""""
"=""2s.2p5""","=""3P*""","=""0""",1,"=""""","=""62.1848""","=""""","=""""","="""""
"=""2p6""","=""1S""","=""0""",1,"=""""","=""140.9036""","=""""","=""""","="""""
"=""2s2.2p3.(4S*).3s""","=""3S*""","=""1""",3,"=""""","=""264.67""","=""""","=""""","="""""
"=""2s2.2p3.3s""","=""3D*""","=""1""",3,"=""""","=""272.86""","=""""","=""""","="""""
"=""2s2.2p3.3s""","=""3D*""","=""2""",5,"=""""","=""272.91""","=""""","=""""","="""""
"=""2s2.2p3.3s""","=""3D*""","=""3""",7,"=""""","=""273.12""","=""""","=""""","="""""
"=""2s2.2p3.3s""","=""1D*""","=""2""",5,"=""""","=""274.80""","=""""","=""""","="""""
"=""Cl XI (2p3 4S*<3/2>)""","=""Limit""","=""---""",,"=""[""","=""456.7""","=""]""","=""0.4""","=""L11770"""
