obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""20.5384""","=""""","=""1.80e+10""",D,"=""0.0000""","=""60.3672""","=""2s2.2p4""","=""3P""","=""2""","=""2s.2p5""","=""3P*""","=""2""",5,5,,"=""T833LS""","=""""",
"=""""","=""21.0063""","=""""","=""5.7e+09""",D,"=""1.3449""","=""60.3672""","=""2s2.2p4""","=""3P""","=""1""","=""2s.2p5""","=""3P*""","=""2""",3,5,,"=""T833LS""","=""""",
"=""""","=""73.961""","=""""","=""5.1e-01""",D,"=""0.0000""","=""16.7634""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p4""","=""1S""","=""0""",5,1,E2,"=""T969""","=""""",
"=""""","=""80.412""","=""""","=""1.41e+03""",C,"=""1.3449""","=""16.7634""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p4""","=""1S""","=""0""",3,1,M1,"=""T969""","=""""",
"=""""","=""141.997""","=""""","=""7.7e+00""",C,"=""8.0319""","=""16.7634""","=""2s2.2p4""","=""1D""","=""2""","=""2s2.2p4""","=""1S""","=""0""",5,1,E2,"=""T969""","=""""",
"=""""","=""154.364""","=""""","=""3.6e-02""",D,"=""0.0000""","=""8.0319""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p4""","=""1D""","=""2""",5,5,E2,"=""T335,T969""","=""""",
"=""""","=""154.364""","=""""","=""1.09e+02""",C,"=""0.0000""","=""8.0319""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p4""","=""1D""","=""2""",5,5,M1,"=""T335""","=""""",
"=""""","=""185.41""","=""""","=""2.0e-03""",D,"=""1.3449""","=""8.0319""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p4""","=""1D""","=""2""",3,5,E2,"=""T335,T969""","=""""",
"=""""","=""185.41""","=""""","=""2.04e+01""",C,"=""1.3449""","=""8.0319""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p4""","=""1D""","=""2""",3,5,M1,"=""T335""","=""""",
"=""""","=""921.9""","=""""","=""1.30e-04""",C,"=""0.0000""","=""1.3449""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p4""","=""3P""","=""1""",5,3,E2,"=""T335,T969""","=""""",
"=""""","=""921.9""","=""""","=""2.86e+01""",B,"=""0.0000""","=""1.3449""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p4""","=""3P""","=""1""",5,3,M1,"=""T335""","=""""",
