obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""1.160""","=""0.008""","=""1.159""","=""0.008""","=""""","=""""",,"=""[140.7627]""","=""1210?""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s.3p2""","=""2P""","=""3/2""",4,4,,"=""""","=""L9090u58,L2604""",
"=""1.1905""","=""0.0005""","=""1.1903""","=""0.0007""","=""900bl*""","=""""",,"=""0.00000""","=""1041.6?""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.2s.(3S).3p""","=""2P*""","=""""",2,6,,"=""""","=""L9090u58,L1845""",
"=""1.1905""","=""0.0005""","=""1.1905""","=""0.0008""","=""900bl*""","=""""",,"=""15.88850""","=""1057.3?""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).3p""","=""2S""","=""1/2""",2,2,,"=""""","=""L9090u58,L1845""",
"=""1.1905""","=""0.0005""","=""1.1907""","=""0.0008""","=""900bl*""","=""""",,"=""16.09288""","=""1057.3?""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).3p""","=""2S""","=""1/2""",4,2,,"=""""","=""L9090u58,L1845""",
"=""1.1905""","=""0.0005""","=""1.19107""","=""0.00021""","=""900bl*""","=""""",,"=""0.00000""","=""1040.95""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.2s.(3S).3p""","=""4P*""","=""""",2,12,,"=""""","=""L9090u58,L1845""",
"=""1.1930""","=""0.0010""","=""1.1933""","=""0.0008""","=""1500bl*""","=""""",,"=""15.88850""","=""1054.9""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p.(3P*).3p""","=""2D""","=""""",2,10,,"=""""","=""L9090u58,L9276""",
"=""1.1930""","=""0.0010""","=""1.1936""","=""0.0008""","=""1500bl*""","=""""",,"=""16.09288""","=""1054.9""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p.(3P*).3p""","=""2D""","=""""",4,10,,"=""""","=""L9090u58,L9276""",
"=""1.246""","=""0.004""","=""1.246""","=""0.004""","=""600""","=""""",,"=""(891.719)""","=""1887?""","=""1s.2s2""","=""2S""","=""1/2""","=""2s2.2p""","=""2P*""","=""3/2""",2,4,,"=""""","=""L9090u58,L2916""",
"=""1.3469""","=""0.0005""","=""1.3470""","=""0.0005""","=""1200*""","=""""",,"=""[142.253]""","=""1062.7""","=""1s2.3d""","=""2D""","=""3/2""","=""1s.2p.(1P*).3d""","=""2F*""","=""""",4,14,,"=""""","=""L9090u58,L23148""",
"=""1.3469""","=""0.0005""","=""1.3471""","=""0.0005""","=""1200*""","=""""",,"=""[142.271]""","=""1062.7""","=""1s2.3d""","=""2D""","=""5/2""","=""1s.2p.(1P*).3d""","=""2F*""","=""""",6,14,,"=""""","=""L9090u58,L23148""",
"=""1.3488""","=""0.0005""","=""1.3486""","=""0.0005""","=""900*""","=""""",,"=""[140.7022]""","=""1060.1""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s.2p.(1P*).3p""","=""2D""","=""""",2,10,,"=""""","=""L9090u58,L23148""",
"=""1.3488""","=""0.0005""","=""1.3487""","=""0.0005""","=""900*""","=""""",,"=""[140.7627]""","=""1060.1""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s.2p.(1P*).3p""","=""2D""","=""""",4,10,,"=""""","=""L9090u58,L23148""",
"=""1.3541""","=""0.0005""","=""1.353641""","=""0.000018""","=""1200*""","=""""",,"=""15.88850""","=""(931.820)""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s.2p2""","=""2S""","=""1/2""",2,2,,"=""""","=""L22456,L3082c164,L9991,L21218,L9090""",
"=""1.3541""","=""0.0005""","=""1.353943""","=""0.000018""","=""1200*""","=""""",,"=""16.09288""","=""(931.820)""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s.2p2""","=""2S""","=""1/2""",4,2,,"=""""","=""L22456,L3082c164,L9991,L21218,L9090""",
"=""1.3559""","=""0.0004""","=""1.356475""","=""0.000008""","=""2600*""","=""""",,"=""0.00000""","=""(914.017)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""3/2""",2,4,,"=""""","=""L22456,L3082c164,L9991,L21218,L9090""",
"=""1.3559""","=""0.0004""","=""1.356520""","=""0.000009""","=""2600*""","=""""",,"=""0.00000""","=""(913.987)""","=""1s2.2s""","=""2S""","=""1/2""","=""1s.(2S).2s.2p.(1P*)""","=""2P*""","=""1/2""",2,2,,"=""""","=""L22456,L3082c164,L9991,L21218,L9090""",
