obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""""","=""1.4634278582""","=""0.0000000021""","=""""","=""8.0840e+10""",AA,"=""0.0000000""","=""(847.21770014)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1.4634397743""","=""0.0000000022""","=""""","=""8.0753e+10""",AA,"=""0.0000000""","=""(847.21080161)""","=""1s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1.4820501188""","=""0.0000000022""","=""""","=""1.4086e+11""",AA,"=""0.0000000""","=""(836.57223773)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1.4820712386""","=""0.0000000022""","=""""","=""1.4073e+11""",AA,"=""0.0000000""","=""(836.56031640)""","=""1s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1.5176017358""","=""0.0000000023""","=""""","=""2.7941e+11""",AA,"=""0.0000000""","=""(816.97454286)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1.5176449925""","=""0.0000000025""","=""""","=""2.7922e+11""",AA,"=""0.0000000""","=""(816.9512570)""","=""1s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1.600551532""","=""0.000000003""","=""""","=""6.8532e+11""",AA,"=""0.0000000""","=""(774.6342180)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1.600665594""","=""0.000000003""","=""""","=""6.8520e+11""",AA,"=""0.0000000""","=""(774.5790180)""","=""1s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""1.896710547""","=""0.000000005""","=""""","=""2.5658e+12""",AA,"=""0.0000000""","=""(653.6801232)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""1.897251243""","=""0.000000005""","=""""","=""2.5688e+12""",AA,"=""0.0000000""","=""(653.4938315)""","=""1s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""6.40004801""","=""0.00000004""","=""""","=""1.7627e+10""",AA,"=""(653.4938315)""","=""(847.21768819)""","=""2p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""6.40026428""","=""0.00000004""","=""""","=""1.0064e+09""",AA,"=""(653.4938315)""","=""(847.21114235)""","=""2p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""6.40034764""","=""0.00000004""","=""""","=""1.1720e+10""",AA,"=""(653.5029124)""","=""(847.21770014)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""6.40057557""","=""0.00000004""","=""""","=""1.1734e+10""",AA,"=""(653.5029124)""","=""(847.21080161)""","=""2s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""6.40613243""","=""0.00000004""","=""""","=""2.1094e+10""",AA,"=""(653.6801232)""","=""(847.21998475)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""6.40620845""","=""0.00000004""","=""""","=""3.5121e+09""",AA,"=""(653.6801232)""","=""(847.21768819)""","=""2p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""6.40642513""","=""0.00000004""","=""""","=""2.0260e+09""",AA,"=""(653.6801232)""","=""(847.21114235)""","=""2p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""6.77219202""","=""0.00000005""","=""""","=""3.2287e+10""",AA,"=""(653.4938315)""","=""(836.57221740)""","=""2p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""6.77252719""","=""0.00000005""","=""""","=""2.0288e+10""",AA,"=""(653.5029124)""","=""(836.57223773)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""6.77261051""","=""0.00000005""","=""""","=""1.7647e+09""",AA,"=""(653.4938315)""","=""(836.56090475)""","=""2p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""6.77296824""","=""0.00000005""","=""""","=""2.0318e+10""",AA,"=""(653.5029124)""","=""(836.56031640)""","=""2s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""6.77894300""","=""0.00000005""","=""""","=""3.8644e+10""",AA,"=""(653.6801232)""","=""(836.57618589)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""6.77909010""","=""0.00000005""","=""""","=""6.4350e+09""",AA,"=""(653.6801232)""","=""(836.57221740)""","=""2p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""6.77950944""","=""0.00000005""","=""""","=""3.5524e+09""",AA,"=""(653.6801232)""","=""(836.56090475)""","=""2p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""7.58402796""","=""0.00000006""","=""""","=""7.0632e+10""",AA,"=""(653.4938315)""","=""(816.97450318)""","=""2p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""7.58444741""","=""0.00000006""","=""""","=""3.9630e+10""",AA,"=""(653.5029124)""","=""(816.97454286)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""7.58505329""","=""0.00000006""","=""""","=""3.5309e+09""",AA,"=""(653.4938315)""","=""(816.9524042)""","=""2p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""7.58552794""","=""0.00000006""","=""""","=""3.9707e+10""",AA,"=""(653.5029124)""","=""(816.9512570)""","=""2s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""7.59231969""","=""0.00000006""","=""""","=""8.4563e+10""",AA,"=""(653.6801232)""","=""(816.98225418)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
"=""""","=""7.59268007""","=""0.00000006""","=""""","=""1.4085e+10""",AA,"=""(653.6801232)""","=""(816.97450318)""","=""2p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
"=""""","=""7.59370774""","=""0.00000006""","=""""","=""7.1087e+09""",AA,"=""(653.6801232)""","=""(816.9524042)""","=""2p""","=""2P*""","=""3/2""","=""4s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
"=""""","=""10.23476124""","=""0.00000010""","=""""","=""2.2121e+11""",AA,"=""(653.4938315)""","=""(774.634125370)""","=""2p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""10.23552068""","=""0.00000011""","=""""","=""9.1942e+10""",AA,"=""(653.5029124)""","=""(774.6342180)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
"=""""","=""10.23919004""","=""0.00000015""","=""""","=""8.6479e+09""",AA,"=""(653.4938315)""","=""(774.5817281)""","=""2p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""10.24018717""","=""0.00000013""","=""""","=""9.2230e+10""",AA,"=""(653.5029124)""","=""(774.5790180)""","=""2s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
"=""""","=""10.24896799""","=""0.00000010""","=""""","=""2.6504e+11""",AA,"=""(653.6801232)""","=""(774.652496814)""","=""2p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
